KEGG_Pathway;Holopig_colon01.featureCounts.tsv;Holopig_colon02.featureCounts.tsv;Holopig_colon03.featureCounts.tsv;Holopig_colon04.featureCounts.tsv;Holopig_colon05.featureCounts.tsv;Holopig_colon06.featureCounts.tsv;Holopig_colon07.featureCounts.tsv;Holopig_colon08.featureCounts.tsv;Holopig_colon09.featureCounts.tsv;Holopig_colon10.featureCounts.tsv;Holopig_colon11.featureCounts.tsv;Holopig_colon12.featureCounts.tsv;Holopig_colon13.featureCounts.tsv;Holopig_colon14.featureCounts.tsv;Holopig_colon15.featureCounts.tsv;Holopig_colon16.featureCounts.tsv;Holopig_colon17.featureCounts.tsv;Holopig_colon18.featureCounts.tsv;Holopig_colon19.featureCounts.tsv;Holopig_colon20.featureCounts.tsv;Holopig_colon21.featureCounts.tsv;Holopig_colon22.featureCounts.tsv;Holopig_colon23.featureCounts.tsv;Holopig_colon24.featureCounts.tsv;Holopig_colon25.featureCounts.tsv;Holopig_colon26.featureCounts.tsv;Holopig_colon27.featureCounts.tsv;Holopig_colon28.featureCounts.tsv;Holopig_colon29.featureCounts.tsv;Holopig_colon30.featureCounts.tsv;Holopig_colon31.featureCounts.tsv;Holopig_colon32.featureCounts.tsv;Holopig_colon33.featureCounts.tsv;Holopig_colon34.featureCounts.tsv
ko00966;0.000115060396805584;7.88218936128083e-05;9.46891014584297e-05;0.000118255806252139;0.000107314387012809;7.53611314563306e-05;0.000107512688418266;5.20841015823089e-05;0.000114047468149368;7.84595916290341e-05;0.000129448483428165;0.000148530032251844;1.02610920487085e-05;6.20913505286512e-05;0.000148317899588888;0.000114470040651301;9.45833343492284e-05;0.000118924539136521;0.00018606319575725;0.000167622016463496;7.20434916805168e-05;6.36590606081209e-05;0.000145965020812666;0.000116025152264654;9.59400407071214e-05;0.000136690281013088;0.000132659855989015;0.000142930032314326;0.0001315862571954;0.000113472686896668;0.000113453178347017;0.000172407679003426;9.87908308079543e-05;0.000131656288615787
ko00970;0.00774073535099598;0.00974432250536889;0.00835598693957429;0.00910869178086628;0.00772870602422367;0.00740489790966966;0.00775797493762669;0.0102763865230353;0.0071841054243669;0.00846572766725561;0.00916966210955677;0.00612709219759683;0.00108163417960172;0.00355085237220031;0.00649712141005561;0.0071399414079832;0.00445037708483738;0.00990564187280511;0.00720245450559544;0.00754768859417979;0.00936223142480066;0.00943891916183456;0.0080375476527138;0.00747368053587126;0.00750784186324464;0.0086948901738738;0.00537580058814261;0.0066335408697856;0.00710150315783276;0.00567129336103498;0.00806177177765839;0.00551358604224334;0.0073821976674572;0.00717979628584877
ko00980;0.000378661879651163;0.000228283477349206;0.000395142115580736;0.000482773409269625;0.00031800318043248;0.000311198039299954;0.000309839716229018;0.000300704305229112;0.000257871187683632;0.000433707187060494;0.000224011908762117;0.000162871492930528;4.50720865690936e-05;0.000107576267526511;0.000278454895357203;0.000165251260465453;0.000204636298494242;0.000343027794054823;0.000163134367434814;0.000141653327264403;0.000280302231289042;0.000326161221449079;0.000406236871257295;0.000411171900357554;0.000292394504227552;0.000519882355544625;0.000267504833142998;0.000256913898494999;0.000457851325216651;0.000111131703098227;0.000247534207302583;0.000100330890122395;0.000270202140339098;0.000182979926550755
ko00981;6.12083586285442e-05;9.09588287884829e-05;4.23418340365413e-05;4.61044427202095e-05;3.37235628136083e-05;3.46706924293533e-05;4.44116617209311e-05;4.1351928307048e-05;5.43685269448207e-05;3.00761767911297e-05;7.0953716373763e-05;9.39959429195249e-05;1.15077667835984e-06;2.51185362525494e-05;6.23041499348305e-05;3.50713106743228e-05;5.51525931849723e-05;7.73009504387389e-05;0.000151330266928078;6.18550687455798e-05;0.000129940676206031;7.37810951492589e-05;4.72926667433037e-05;2.97688681808533e-05;4.123043071711e-05;2.81835630954822e-05;5.68706534777353e-05;7.97686974558721e-05;2.56406238648682e-05;4.79901678680465e-05;6.66807263857733e-05;5.18952879943423e-05;4.71246202488558e-05;3.97725378370723e-05
ko00982;0.000391488284540966;0.000228965327639974;0.000397172203513995;0.000499836231726501;0.000324547554998289;0.000317141586573557;0.000310165314921986;0.000300704305229112;0.000260336737161362;0.000433831726094826;0.000224697150974682;0.000174107159576885;4.62228632474534e-05;0.000114208396641009;0.000311627070749127;0.000184272988288815;0.000224477780188835;0.000347352322750697;0.000163134367434814;0.000153006472793655;0.000284066974322228;0.000357807823418059;0.000481295328626297;0.000516238493937036;0.000340943946314564;0.000576980166704732;0.000351286978862978;0.000258047734495626;0.000593889079610813;0.000117179244577534;0.000260186755204919;0.000104078883144209;0.000304106685823484;0.000185933332825785
ko00983;0.00243871454147442;0.00311223746718255;0.00247264710270925;0.00286209694566424;0.00245153606821856;0.00236095985545293;0.00258492802347853;0.00311100780193393;0.00230471978872138;0.00257166878943451;0.00293302355401746;0.0022928981178066;0.000345233003507951;0.00139238156362105;0.00268859418340789;0.00255672402368647;0.00160976631358638;0.00285920848151279;0.00272402972629178;0.00290692723919101;0.00308862940936258;0.00312295253649954;0.00282815336992363;0.00288549017915436;0.00262209681502852;0.00297785439995524;0.00209328857285136;0.00232469728246189;0.00262573046101367;0.00189691217734253;0.00277576512985382;0.00242653717446879;0.00259680040016357;0.00245953111459453
ko00984;0;1.22733052338283e-06;0;0;0;0;1.04191581749985e-06;4.06907043611788e-07;0;3.736171029954e-07;4.98357972774455e-07;0;0;0;0;0;0;0;1.69843172758786e-07;0;1.14083122217762e-07;2.43904446774409e-07;0;0;0;1.2004110207335e-06;1.1500637710361e-07;8.67051059302958e-07;0;9.10382588282726e-07;0;0;9.89257295300407e-07;3.47845627947992e-06
ko01040;0.000553704581676707;0.000556117097150575;0.000642377824595472;0.000710579500112231;0.000602282798051352;0.000573018916634587;0.000600338870095694;0.000513160645374917;0.000555823359184725;0.000574311756821096;0.000544456085256092;0.000535201389276479;6.38681056489709e-05;0.000248730952538239;0.000610282970351411;0.000508321708708223;0.000352186300079038;0.000761503169107297;0.000691941085819292;0.000451385406731985;0.000772627945219794;0.000692444724392548;0.000738907372025006;0.000740437047655834;0.000602110668697204;0.000746238120628155;0.000590385236861384;0.000620074899872277;0.000750641134303214;0.000503961789942223;0.000610980144914248;0.000391953577935046;0.000581368525951771;0.000503457323016801
ko01051;0.000291329152239712;0.000323742518056759;0.000267536588347324;0.000263324619222224;0.000310390336549804;0.00023263653623476;0.000349106918601043;0.0002105743950691;0.000350866656446227;0.000307735953833878;0.000365296394043675;0.000535384083043086;4.67982515866333e-05;0.000239801077903756;0.000555208653514821;0.000495838699824142;0.000298294818018722;0.000466585756794066;0.000588081985677295;0.000662332070502512;0.000556896761106006;0.000300490278426072;0.000392937836027696;0.000423090745113076;0.000429382000367536;0.000306470152771613;0.000360832508162578;0.00043492615059343;0.000386271250260561;0.000286055214703979;0.00044331889403779;0.00031598464245444;0.000413059887028616;0.000466506928953646
ko01053;0.000111665171981813;2.6319421223654e-05;6.1337656840606e-05;0.000195978703647537;9.88334118101787e-05;8.42002530427152e-05;4.90351631610866e-05;1.61236916031171e-05;6.17019561606337e-05;3.49954686472358e-05;5.24521766345114e-05;0.000155289701616319;1.79329365711074e-05;0.000125958231686381;0.000308596920112364;0.000250679198815014;0.000149820001609178;4.73381444744725e-05;0.000181307586920004;0.000183738263278009;5.0367698459142e-05;0.000139635295778349;0.000244831994909778;0.000612775487715173;0.000253237793398581;0.0003429000176617;0.000385156356919991;8.93062591082046e-05;0.000594898085642533;5.32573814145395e-05;0.000115312083489067;0.000171254450381329;0.000198121256504254;8.44674194658614e-05
ko01054;0.000204845231034203;0.000379790611957909;0.000222729647534683;0.000265692521114198;0.000182374356522701;0.000192479492475926;0.000216392891347;0.000459296325476806;0.000135542002057786;0.000251444310315904;0.000314588470313875;0.000100481571634089;3.17422567114255e-05;4.65293467796705e-05;8.46847362168814e-05;5.17153225197641e-05;9.02114824504196e-05;0.00021259691963821;3.32043402743426e-05;0.000124949848784584;0.000173748595137652;0.000281892564359524;0.000198382681620059;0.000178104822341993;0.000171264866055688;0.000238359875290865;8.35521329657729e-05;6.92973885089056e-05;0.000176932175326787;0.000112887440947058;0.000123887033015295;5.66523560604903e-05;0.000167679111553419;8.7552088242004e-05
ko01055;0.000207203026050711;0.000179735736646508;0.000249120790667048;0.000212275440198185;0.00021609791933631;0.000186612144526343;0.000218541842720593;0.000209455400699168;0.000192123201610826;0.000254433247139868;0.000267306757646898;0.000175934097242959;1.87960190798773e-05;0.000110344006448309;0.000224284307657892;0.00022800597859699;0.000101393334422373;0.0001958393709417;0.000250688522991968;0.000400491995738786;0.000189549107564812;0.00015335492090941;0.000225369992134756;0.00021177132222015;0.000201150829149451;0.000258192753024723;0.000159456341854156;0.000158070077734462;0.000267267891813661;0.000104303833686107;0.000195844651417208;0.000182786736602294;0.000170017356069584;0.000180945357783512
ko01059;4.71559003301573e-07;0;0;2.43754606526787e-06;6.47759523350495e-06;7.77233105009679e-06;0;9.6131789053285e-06;2.14945339084175e-06;0;0;0;0;0;1.06321074974113e-07;3.56657396688028e-06;0;8.49460993832295e-07;0;0;5.1337404997993e-07;4.93906504718179e-06;1.54398555348509e-05;1.94316710706139e-05;3.110579832208e-05;0;3.2776817474529e-06;1.48732604788123e-05;2.0180120634387e-06;2.6661204371137e-06;1.91886982405103e-06;8.64921466572371e-07;1.86609898886213e-05;9.64779383176505e-06
ko01100;0.10229661495142;0.119975922502532;0.108076516334305;0.122566223425612;0.102990558804778;0.0990965350948179;0.104481299466988;0.123906195719236;0.095034920715199;0.106238459123362;0.120430571321318;0.090574180017851;0.0137824686844896;0.0546025278856224;0.106069891434487;0.101292823620095;0.0671788851659954;0.12270780673187;0.117672020774538;0.112630772413866;0.121698227667359;0.122928572887643;0.113218449563441;0.112520842444283;0.10255288946335;0.122254242461314;0.0829953870942144;0.0973245472159324;0.110831952775669;0.0767709379866889;0.108896821949808;0.102400070577592;0.0998758212296954;0.0974628008634972
ko01110;0.0427941681732191;0.0504267837339977;0.045966266028813;0.052334531886341;0.0434561162622833;0.0410032372520817;0.0436601799375593;0.0512117946075661;0.0390388782382068;0.0430845902746721;0.0491168536069717;0.0378118548340908;0.00581266890045206;0.0227430851567989;0.0439277748179172;0.0420967820416547;0.0283682743787704;0.0519745025788091;0.0477700058485497;0.0451218371947186;0.0507289997072057;0.0518458536091608;0.0484446226875573;0.0474933200806324;0.0431026338255307;0.0530362987591299;0.0353171358351821;0.0404474650428357;0.0471804098036451;0.0322495228619827;0.0452975006780506;0.0423341577956957;0.0421043643064097;0.0402251965721585
ko01120;0.0271899035067674;0.0319264125346994;0.0287067484328084;0.0337850152621724;0.0274117138828823;0.0260479007238631;0.0273099810911815;0.0319459159502983;0.02454947614976;0.0276820383951352;0.0306110778249515;0.0246670383266859;0.00366062061386264;0.0140552049027623;0.0291141657628489;0.0258239486440523;0.0189753505741797;0.032388712115198;0.0281891261475348;0.0280669984351581;0.0317610264332305;0.0332294808524338;0.0322307633023438;0.0335485541537513;0.0286919883722866;0.0351639531810475;0.0246836462081822;0.0250966595190534;0.0343428854153757;0.0201204306109643;0.0284515625986606;0.0256289204367392;0.0271306960872985;0.0244004519630438
ko01130;0.0332327435104757;0.0384290823876979;0.0356579145225675;0.0396773998320043;0.0335755130338899;0.0321397318820105;0.034098388240886;0.0385923864640337;0.0306809816047882;0.0336501357288666;0.0379074123148491;0.0286874887015324;0.00437419805250227;0.0170898478553026;0.0329030767511639;0.0316740640524415;0.0212853698582503;0.0402095450379586;0.0367835303754748;0.0345225666277941;0.039184757445307;0.0393950194102208;0.036458623911847;0.0357683401364894;0.0329278052108555;0.0398780194512514;0.0266198360699101;0.031483957887997;0.035100589591901;0.0249238692560549;0.0349228311509087;0.0323277371953422;0.0322030679027107;0.0314061285411669
ko01200;0.015183539723706;0.017671104875666;0.0162756499797789;0.0184672668555092;0.015583357869173;0.0147732963431335;0.015848451260513;0.0184592363066879;0.0143469691916949;0.0159228759649751;0.0177373700827486;0.0137838793029977;0.00205816408924657;0.00825564298883426;0.0162947147899951;0.0154640702913984;0.0102741041844256;0.0183465813210632;0.0172489329390367;0.0172492776887397;0.0181939763312887;0.0180259410671978;0.0175365619671466;0.0174016828053097;0.0158743257437015;0.0186045963007299;0.0132753586186354;0.0148664574628085;0.0173441014457038;0.0116039315522348;0.0166414585137646;0.0154384157175835;0.0151906752967075;0.0151350914282699
ko01210;0.00321905038013786;0.00313187475555667;0.00318694804265447;0.00375806923508342;0.00344000374498496;0.002806040107057;0.00319952811632625;0.0028459587264013;0.00329618677485582;0.00315301700169535;0.0038373563903633;0.00390169942655167;0.000355589993613189;0.00195997692854612;0.00407688161988238;0.00361234499945525;0.00256728595350048;0.00412791708766468;0.0047053352581094;0.00369440490236654;0.00339140601572853;0.00296313414775061;0.00410778005238133;0.00374585001077215;0.00332155033494541;0.00397148157442152;0.00335996881027053;0.00369497143733722;0.00388704735395884;0.00278206416246428;0.00353749648532008;0.00417757068354455;0.00314556840161112;0.00377898177577687
ko01212;0.00307220690650975;0.00270885483516406;0.00340576252060358;0.00355596184418607;0.0030872753117543;0.00282615672859843;0.00310862096124939;0.00240171796153813;0.00289942296659339;0.00287149651458832;0.00291819740432742;0.00277831545568256;0.000322505164110344;0.00149259460118579;0.00320111492532061;0.00287406418831103;0.00178480853768868;0.00359476447844485;0.00408905930575414;0.00353937574272572;0.00349157099703572;0.00334234458637312;0.0031257922656963;0.00304320304435539;0.00255067546241056;0.00339857236683058;0.00247631731179494;0.00304194859721143;0.00309741110419447;0.00216710072407929;0.00305178256110716;0.00311933926919326;0.00252471951632873;0.00255351506539104
ko01220;0.00112636583528614;0.00160998490656196;0.0012722851090295;0.00172975233208738;0.001058853093015;0.00110519499559416;0.00112240381440171;0.00178184594397602;0.000840436275819123;0.00127085857583885;0.00124739000585446;0.00074018379541002;0.000190837132494673;0.000439861602609612;0.00100771114860465;0.000673063458606979;0.000857219268466429;0.00138647478938773;0.000526428913965856;0.000684646873784145;0.00142575381991648;0.00180861244894394;0.00159082410683031;0.00196220336622068;0.00152436709306617;0.00180886283289485;0.00117082242210331;0.000832769194342825;0.00194025924570033;0.000763160718291862;0.00103073291892541;0.000597660733401508;0.00132029875930048;0.000731591549950238
ko01230;0.0196404324875105;0.0234061476713176;0.0210154702850954;0.0232118458052931;0.0199471201179216;0.0184461799602483;0.0205199459480122;0.0211869885369199;0.0190796862430242;0.0204950775323985;0.0225576129849163;0.019360423834923;0.00257831514786521;0.0107324037734204;0.0207885345053885;0.0194769755147055;0.0135496301455331;0.02508852155793;0.0237015298369022;0.020954513752933;0.0240664620890091;0.0227912851721645;0.0209818554450662;0.0207762975187677;0.0191444600237734;0.0231355737943802;0.0157577137652283;0.0200304801795463;0.020341858365942;0.0157800515666709;0.0212340935435847;0.0203046080420975;0.019131921327425;0.0196457303852476
ko01501;0.00415141684146573;0.00705919606032357;0.00459176889246958;0.00528473915784734;0.0037958040275016;0.00398522464627512;0.00452171928873356;0.00724065652416952;0.00303673510673775;0.00373368024926737;0.00572345443307482;0.00269856962655841;0.000717701055070418;0.00198279771927869;0.00352385254840453;0.00314087788840479;0.00251667336036427;0.00447179434271334;0.00402358476265563;0.00376102307239738;0.00526636212937745;0.00649987057820293;0.00447476855137567;0.00456214965798564;0.00430467653720738;0.00508478450847657;0.00276906604471218;0.00288681315383153;0.00421622073348328;0.00311597949038083;0.00417570059586305;0.00352354590123808;0.00422732125402212;0.00291704656222197
ko01502;0.00190066571870732;0.00270967305551298;0.00202559273854947;0.00230382925254461;0.00186681623456321;0.00182131624273935;0.00208643642454345;0.00289056591105724;0.00182482270960727;0.00211542003715996;0.00267493641886689;0.00177167280167559;0.000260267325422383;0.000882960937542838;0.00167891609491623;0.00177445546695072;0.00109691445622612;0.00250660494534568;0.00204007126959215;0.00187183355714472;0.0025382924277841;0.00246465443465541;0.00200847868638228;0.00194582201560883;0.0019044677502097;0.00217316148179571;0.00136345810375185;0.00178072278710228;0.00178030211302482;0.00148008700656451;0.00210428062079996;0.00156795846531795;0.00198638368272252;0.00193133081011803
ko01503;0.00253340358933737;0.00303573386455835;0.00265390495389308;0.00327062966620314;0.00256793244442474;0.00244607450038389;0.00237433078886637;0.00381633029865451;0.00195726697001354;0.00218983211017321;0.00328006758730827;0.0020152035925633;0.00035271305191729;0.0013258513865197;0.00285753837154176;0.0023489286309018;0.00170048224048666;0.00242459334757751;0.00272377496153264;0.002387944942986;0.00241742135979438;0.00312472084373865;0.0036098122747111;0.00340884608749517;0.00285112087914501;0.00379804827781728;0.00256331963607382;0.00208105593479776;0.0037577758753068;0.00162191160835341;0.00237993826396129;0.00291060488859379;0.00244247626209671;0.00158591353844062
ko01521;1.3203652092444e-06;0;2.2040954703953e-05;2.22861354538777e-06;3.60608394442544e-06;6.70554051380899e-06;3.97230405421817e-06;4.06907043611788e-07;1.82703538221549e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;5.96834751767344e-06;4.80143035175053e-06;6.70909375574276e-06;2.76616452603806e-06;1.88035426564403e-05;1.65406663620872e-05;5.93532959834912e-08;1.41759574461167e-05;8.39505548022326e-07;0;3.46240053355143e-06;5.11923754338554e-06
ko01522;3.77247202641259e-07;0;8.84538313777061e-06;9.75018426107149e-07;1.60270397530019e-06;2.05738174855503e-06;5.20957908749924e-07;0;8.53459434598929e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53006036075287e-06;2.31598405202084e-06;2.07371988813867e-06;1.3047945877538e-06;7.07289219187204e-06;6.86971223909266e-06;0;5.59235018516532e-06;0;0;5.39594888345677e-07;1.0501000088996e-06
ko01523;0.00115183002146442;0.00121751187919577;0.001235308507388;0.00137470633663779;0.00118787076302666;0.00112477822186744;0.00103240833566516;0.00141664687233444;0.00106353689394502;0.00109407541660486;0.0013012749616607;0.00100755612284;0.000152286113769618;0.000659609628702602;0.00123965057366068;0.00133109635549639;0.000722364452203174;0.0013265491774592;0.00148196660390678;0.00148099825990208;0.00136477639109109;0.00122860767451439;0.00120722803213462;0.00113545354706515;0.00108565335320201;0.00128125609339072;0.000790496333021666;0.00109335138578103;0.00106159305196072;0.000855499523674824;0.00126255637954358;0.00119445654533644;0.00108359646827951;0.00113614257837881
ko01524;0.000459392781016393;0.000535934328543835;0.000566829552222054;0.000594621951578774;0.000507790042840945;0.000415667312532137;0.000380169033910257;0.000678517495222657;0.000439436779992382;0.000454629744828236;0.000544144611523108;0.000338988283940094;7.000558126689e-05;0.000219382475669355;0.000427144918708501;0.000435037105531612;0.000279125928923945;0.000445503679401683;0.000254425072792661;0.000331524899046721;0.000440189727077235;0.000464576994993556;0.000633358443641803;0.000492626754089604;0.00042816216513922;0.000717689215048102;0.000399014625360976;0.000344085878072612;0.000600477295464981;0.000272464503207473;0.000371781028409887;0.000107971029743784;0.000353299753144332;0.00035795284053365
ko02010;0.0176670523704941;0.0252480980467989;0.0192591542102646;0.0228657142640251;0.0168404787997991;0.0160190028922215;0.0167034734282488;0.0247291143515606;0.0137539729326921;0.0161935615560953;0.0204619554146531;0.0141854402020008;0.00265301973390207;0.00677970704266835;0.0158356203882569;0.0125110319652493;0.0111614219717338;0.018870080964444;0.0106478081865938;0.0140383601908085;0.0211409145028568;0.0238828185475917;0.0200567615798268;0.0198824406495194;0.016755595704399;0.023769234237977;0.0134113536595604;0.0121279100401178;0.0220359794931988;0.012193144168837;0.0154969126284001;0.0094145260100625;0.0161521884214988;0.0118845724819718
ko02020;0.0102366028436706;0.014081844945062;0.00989029839827512;0.012765707320501;0.00934863906725834;0.00920449734506315;0.00979322724763545;0.0137630203896033;0.00800911621114586;0.00943918702911013;0.0124190183867928;0.00855363080567677;0.00139445364000253;0.0043319291845275;0.0101001831593159;0.0079635652390492;0.00650968747732627;0.0109612129932318;0.00716483424282937;0.00827520337953128;0.0114401984544361;0.0133926712201594;0.0118443802688507;0.0127676246668796;0.0102155101195396;0.0131938741042324;0.00863651889497273;0.00731564326851571;0.013863327402752;0.00681245793544737;0.00972878993730273;0.00691519127882387;0.00935976796700341;0.00710123567893297
ko02024;0.0100556184982034;0.0151241212995303;0.010580963314426;0.0123546674097236;0.00911805003281202;0.00892355043739936;0.00994384920300278;0.0148588719214303;0.00795664426072237;0.00936141240216992;0.0123374745634976;0.0077138789074657;0.00153005349193593;0.00425746134108439;0.00854651329071914;0.00729186047528674;0.00616288191804577;0.0113186816241818;0.00724262241595289;0.00981094468023246;0.0126861572737374;0.0143702402428313;0.0102323425789956;0.0104790370115717;0.00972220875320824;0.0117575040302495;0.00687122850962086;0.00732678153981599;0.0107542830525448;0.00738086180717447;0.00940264203189605;0.00621085689787843;0.00963415196772719;0.00776260179078805
ko02025;0.000685269543597846;0.000582709258490536;0.00076577816968142;0.000909343970691503;0.00081370616412637;0.000584906011181794;0.000420999110008533;0.000637369020437415;0.000458339325988314;0.000334947732835376;0.000557849455774405;0.000532460982777367;7.7102037450109e-05;0.000367482618730125;0.000842381877019901;0.000826171383899483;0.000465265930923227;0.000410444107474423;0.000637166662604584;0.000573790584966908;0.000472475250664862;0.000603907410213438;0.00129260135097438;0.00112443850096407;0.000850713088228181;0.00146277911643903;0.00094799756646506;0.000471142206378161;0.00157072562490711;0.000316553031411451;0.000539862032060357;0.00052298918012076;0.000653404443545919;0.000384992915762815
ko02026;0.00216407857795158;0.00276585751947228;0.00218089446544377;0.00290750494665152;0.00208712125183468;0.00198133482318252;0.00189394247726035;0.00265929012014439;0.001555129528274;0.00175108109222228;0.00216424408626626;0.00195528003711607;0.000286926985137719;0.000990589426558439;0.00262947966572229;0.00211693148619901;0.00151064297918839;0.00233756220757305;0.00148960954668093;0.00174740569206263;0.00229997278547119;0.00296246341052198;0.00320623521049972;0.00350668229183907;0.00260312837722819;0.00339778949007792;0.002471947069465;0.00147725491634625;0.00384282914845114;0.00147677061285005;0.00192360703392916;0.0010840349047707;0.00229476216141208;0.00159378928850736
ko02030;0.000902563932319211;0.000794764698919458;0.000611781499315643;0.000864771699783748;0.000498040260324536;0.00052013658576432;0.000421389828440095;0.000396073143575624;0.00058838125613424;0.000278593819800237;0.000577285416712609;0.000759457987787104;5.85937125398217e-05;0.000354897239859305;0.00106857996402733;0.000725373210121224;0.000579858895117003;0.00048311163431044;0.000458236880103204;0.000666442692159655;0.000634530325775193;0.000595675635134801;0.000820128796939431;0.00115511116779937;0.000739708082451347;0.000764505244856709;0.000784746014166485;0.000440662026831895;0.00137313850257807;0.000400178174877992;0.000780440336250755;0.000151361256650165;0.000662127894240841;0.000579195786158684
ko02040;0.000759587242518174;0.00050061448348204;0.000377886368148036;0.000798957956021515;0.000320273677730822;0.000356231839796103;0.000188586762967473;0.000183362486527562;0.000328676711146654;3.99147605033419e-05;0.000279142759500291;0.000533557145377012;2.62760674892163e-05;0.000312127840294153;0.000916009221439475;0.000673488050745894;0.000495364449765026;0.000180008506965735;0.000287289726721486;0.000565569341652623;0.000254348320984501;0.000422625430148358;0.000914584383740872;0.00127356527894785;0.000630776796562651;0.000716801954728429;0.000907342812158934;0.000213694738000514;0.00163607360378494;0.000140003836612336;0.000584175932059536;9.60062827895332e-05;0.0005294325179485;0.000287333614935152
ko02060;0.00487525991153364;0.00649653320038162;0.00550733855036931;0.00706191917194749;0.00463067923996839;0.00511724180392451;0.00387651291874678;0.0102053303805446;0.00332027329667672;0.00564410903591718;0.00729751809008294;0.00253149617699591;0.000753566928212633;0.00155338041448718;0.00338685784330038;0.00238620782069848;0.00254155928655749;0.00442800848966762;0.0010578682015281;0.00374184017133071;0.00456937129418803;0.00645737022835249;0.00540842569783606;0.0048985887071036;0.00403838650686581;0.00651389992455156;0.00329786536663458;0.00199941974275262;0.00648393211312453;0.00226847832801735;0.00355488624310054;0.000876597906371098;0.00356649738076145;0.00171953876457309
ko03008;0.000252849937570304;0.000291695554390652;0.00037919142467656;0.000311170166274767;0.000273728483114812;0.000247343005770727;0.00025259946600512;0.000289514361529787;0.000286446273938352;0.000293476234402887;0.000279516527979872;0.000191463067404591;2.99201936373557e-05;0.000105435186473799;0.000233959525480537;0.000272248479471862;0.00013847000148727;0.000316540055792598;0.000263171996189738;0.000246245811651707;0.000256458858745529;0.00030366103623414;0.000265915831249385;0.000271422033413662;0.000256958290844948;0.000315864673803441;0.000234843022045572;0.000289328268865864;0.000236938357566097;0.000245413134869929;0.000278835771307415;0.000243042932106836;0.000233914384097851;0.000293962371241331
ko03010;0.0149238993364882;0.0188354324321818;0.0164745985972382;0.0184171230507379;0.0152591442108362;0.0152062609022183;0.0154026415301003;0.0208877592697239;0.0145435177385222;0.0160877656464304;0.0180861583689441;0.0112511042696355;0.00311965967697699;0.00735884335668243;0.0128747910923778;0.0130865241503338;0.00887023528045808;0.0177071688638876;0.0136581085805705;0.0148221187201038;0.0182510749339587;0.0181987473677375;0.015977396051497;0.014997126485153;0.0153297912977809;0.0175684328227028;0.011471771109708;0.0136605228317888;0.0148170755159107;0.0116541976765736;0.0149578301372058;0.0112178872678659;0.0160471922494749;0.0146902428119998
ko03013;0.000699227690095573;0.000978727907368729;0.000815950342889102;0.00084931069331262;0.000703319927827569;0.000733266095049818;0.000764635970567701;0.00106935171061178;0.000615122985085006;0.000838770396224674;0.000898103361686164;0.000464498901599402;9.93503865650659e-05;0.000325496541501331;0.000556750309101945;0.000651239422666783;0.000377492596647143;0.000808223523768073;0.000695847478792744;0.000665790212531537;0.000847466473394646;0.000914946555962503;0.000761613041929198;0.000706827035193581;0.000716043279021999;0.00085067387943197;0.000548925437915532;0.000645552861768717;0.000624693440226245;0.00052438037085085;0.000723533853031242;0.000586705061491592;0.000655517856858606;0.000639576536670411
ko03015;4.14971922905384e-06;0;4.39369031269589e-05;6.4769081162832e-06;8.54775453493437e-06;1.39444762957619e-05;1.41961030134354e-05;4.57770424063262e-07;3.3126869905914e-05;6.78737737108311e-06;0;0;0;0;0;0;0;0;0;0;0;0;1.27800484889312e-05;1.6155400948243e-05;1.83585201861688e-05;9.02917854725632e-06;4.35874169222683e-05;2.77456338976946e-05;1.00900603171935e-06;3.52448116320884e-05;2.33862259806219e-06;0;8.90331565770367e-06;1.83111189051867e-05
ko03018;0.00393534850615295;0.00487932068073751;0.00410048761262094;0.00455298782905392;0.00388642358143836;0.00375342630260458;0.00397477860428474;0.00489916080508593;0.0037466869178893;0.00410368572026715;0.00459130970842446;0.00342011865777447;0.000552660499782311;0.00214614653715389;0.00390028231435038;0.00417943026018921;0.00250364187874282;0.00468701686905976;0.00479985298374966;0.00439653823018424;0.00494190972979013;0.00486223514644785;0.00414573095779262;0.00402359863476694;0.00379472442000952;0.00456631133108672;0.00294939604401064;0.00370931112793338;0.00383879312432426;0.00290535597584885;0.00427500210925769;0.0037263699851493;0.0036434795848321;0.00357690315531425
ko03020;0.0016906333386368;0.00217251139644576;0.00181243350555729;0.00199363410469595;0.00170394144307332;0.00172096173300427;0.00167741934643616;0.00237201374735447;0.00152288772741138;0.0017378799545831;0.00198938273256903;0.00116841798433785;0.000241183612172916;0.000662638475069853;0.00123986321581062;0.0013800942883271;0.000935324084120148;0.00201059694867433;0.00129734707511798;0.00138671495363904;0.00186257809488829;0.00207745612540103;0.00169702176863934;0.00168733560043694;0.00158200430760414;0.00189988530333656;0.00109595327060886;0.00129070554612545;0.00149950166972692;0.00114233506631162;0.00161970602554507;0.000980676789515307;0.00161932425992538;0.00144513450599751
