KEGG_Pathway;Holopig_colon01.featureCounts.tsv;Holopig_colon02.featureCounts.tsv;Holopig_colon03.featureCounts.tsv;Holopig_colon04.featureCounts.tsv;Holopig_colon05.featureCounts.tsv;Holopig_colon06.featureCounts.tsv;Holopig_colon07.featureCounts.tsv;Holopig_colon08.featureCounts.tsv;Holopig_colon09.featureCounts.tsv;Holopig_colon10.featureCounts.tsv;Holopig_colon11.featureCounts.tsv;Holopig_colon12.featureCounts.tsv;Holopig_colon13.featureCounts.tsv;Holopig_colon14.featureCounts.tsv;Holopig_colon15.featureCounts.tsv;Holopig_colon16.featureCounts.tsv;Holopig_colon17.featureCounts.tsv;Holopig_colon18.featureCounts.tsv;Holopig_colon19.featureCounts.tsv;Holopig_colon20.featureCounts.tsv;Holopig_colon21.featureCounts.tsv;Holopig_colon22.featureCounts.tsv;Holopig_colon23.featureCounts.tsv;Holopig_colon24.featureCounts.tsv;Holopig_colon25.featureCounts.tsv;Holopig_colon26.featureCounts.tsv;Holopig_colon27.featureCounts.tsv;Holopig_colon28.featureCounts.tsv;Holopig_colon29.featureCounts.tsv;Holopig_colon30.featureCounts.tsv;Holopig_colon31.featureCounts.tsv;Holopig_colon32.featureCounts.tsv;Holopig_colon33.featureCounts.tsv;Holopig_colon34.featureCounts.tsv
ko00240;0.012961270764747;0.0163818623458814;0.0136262402205952;0.0155735514551697;0.0131141252778938;0.0128251082258999;0.0132253630702186;0.0183886379346212;0.0118003726772864;0.0142868066709583;0.0159911237461469;0.0101674561930035;0.00177229198273068;0.00619132752508525;0.0114966573185634;0.0117145820310739;0.00771177860134873;0.0155554841665104;0.0123639885257349;0.0129366483387314;0.0150926266537989;0.0159149480803653;0.0138328779657173;0.0133916411503594;0.01280107286948;0.0149749709082999;0.00964311221057208;0.0113400274121527;0.0129000827622359;0.00939261224529609;0.0134422227996155;0.0106046579480661;0.0125959433436159;0.012497108943413
ko00250;0.00622222104856426;0.00776845673278069;0.00652658769914619;0.00730156477224997;0.00627004506870358;0.00619028068478199;0.00666897754912356;0.00815334902299076;0.00606992993730234;0.00663151676961686;0.00773949931718728;0.00552831337754096;0.000828655106475612;0.00323371126895346;0.00616667550903607;0.00610750316299914;0.00402563485805311;0.00787095112139662;0.00756005930583906;0.00668419705432852;0.00780077573100614;0.00761170899882408;0.00635298156585047;0.00636172575382174;0.00603062140175292;0.00691556789044569;0.00449013647806771;0.00618620921942061;0.00613719015798898;0.0048602075022028;0.0065878998587412;0.00640373438492407;0.00592578609757153;0.00611762012684683
ko00253;8.58237386008863e-06;6.81850290768238e-07;2.46510677610001e-06;3.62149701125513e-06;5.54268458124651e-06;5.33395268143897e-06;6.05613568921787e-06;2.08539859851042e-06;8.59781356336699e-06;4.358866201613e-07;2.7409688502595e-06;3.56252844884497e-06;0;5.27437039814447e-06;7.07035148577855e-06;3.56657396688028e-06;2.43814817433567e-06;2.62560670820891e-06;1.69843172758786e-07;2.15318277278917e-06;9.69706538850979e-07;1.46342668064646e-06;4.74872867710539e-05;2.17476551226347e-05;2.6470424454476e-05;1.85802749296142e-05;4.76126401208947e-05;2.93463435456386e-06;1.57879767316087e-05;7.15300605079285e-06;1.391180622437e-05;3.45968586628948e-06;1.758180011193e-05;7.67885631507831e-06
ko00260;0.00431231277339223;0.00507951192610707;0.00459031882966011;0.00535626372381962;0.00468543829245782;0.00439151944195273;0.00450062049342919;0.00519813575537969;0.004413143907485;0.00455725688330356;0.00512598551846485;0.00417674489217916;0.000593800766033676;0.00264334733478492;0.00506173373736759;0.00511599560020642;0.0030582785513667;0.00528727689679234;0.00583054627763635;0.00510154246836567;0.00513448204009371;0.00512302997616139;0.00538461718110795;0.00534201492194173;0.00479602616717342;0.00559276713738088;0.00420129796197199;0.00450926577449336;0.00521394963896577;0.00337459317278086;0.005076250190163;0.00492356544846322;0.00446721614813247;0.00478445253429824
ko00261;0.00134328297680486;0.00148206979201384;0.00145542804186563;0.0016780067113304;0.00151435491866177;0.0014337664807708;0.00127465376323388;0.00170087144229728;0.00128417196259319;0.00120286026309369;0.00159493239711805;0.00117901422280108;0.000197454098395242;0.000808858644523363;0.00151837127170531;0.00147511800901613;0.000924394454373126;0.0014594512111306;0.00195124329023931;0.00155655540083814;0.00141742575199459;0.00159580581913327;0.00164369588103578;0.00155509855980814;0.00144111333873354;0.00178318447540786;0.00118772835953754;0.00129070554612545;0.00162206622593283;0.000971248167042199;0.00139369913908106;0.00162028621404557;0.00131764575109945;0.00114828435973171
ko00270;0.00594720783783878;0.00827616245928672;0.00687445776713818;0.00765507859588711;0.00594135719510243;0.00583572523011434;0.00653730543768702;0.00772553713001341;0.00563359089896147;0.00648094907710971;0.00696343136408426;0.00515141613702982;0.000907962799225911;0.00311412405893613;0.0057792415118304;0.00553668149144273;0.00386446485632203;0.0080216918359385;0.00607860223145056;0.00628377030655255;0.00843547718146466;0.00861440017951367;0.00592909914541048;0.0064932284580438;0.00592687441558457;0.00701713310115644;0.00413327168991521;0.00552598318587907;0.00599230876249328;0.00498837636516746;0.00667688744683157;0.00550450436684433;0.00614067976185519;0.00581912919931712
ko00280;0.00137072771079701;0.00141402113299517;0.00137117939263539;0.00165300445311808;0.00119514971024782;0.00126338479226083;0.00137291944877183;0.00156730420523171;0.00117790045818128;0.00128219162796305;0.0015237295017579;0.00108931158339683;0.000175301647336815;0.000654387479793548;0.0012871760941741;0.00106895316893069;0.000875883713111344;0.0013933477010651;0.00130600907692868;0.00127625015259867;0.00136580313919105;0.00155202497093726;0.00145199515370182;0.0015256121287068;0.00126277342835362;0.00157222528645982;0.00121705498569896;0.00110342251731601;0.00159939326686714;0.000891459635911992;0.0013009337760246;0.00146719511446227;0.00118432084743737;0.00119645769763998
ko00281;6.83760554787281e-05;4.18656078531698e-05;1.97208542088001e-05;9.49250081988603e-05;4.88156919143518e-05;5.85210808477876e-05;2.53966980515588e-05;1.67849155489863e-05;2.97130321675183e-05;1.10217045383643e-05;1.87507187256389e-05;0.000102491203066771;5.56208727873921e-06;3.56672770488383e-05;0.000148477381201349;8.61922041996069e-05;8.19722231026646e-05;1.4440836895149e-05;1.17191789203562e-05;3.11885262240371e-05;1.28343512494982e-05;6.68298184161882e-05;0.000157901715848013;0.000238489869942244;0.000108382360035953;0.000141752884013573;0.000171589514638587;1.30724621248754e-05;0.000274627700515614;2.29546466902716e-05;5.3848284437432e-05;9.8024432878202e-06;7.88707861798597e-05;2.88121189941827e-05
ko00290;0.00162631269058647;0.00135592748822172;0.00150603523391616;0.00186103159874537;0.00168350696738825;0.00134042230884561;0.00139812078760761;0.00116517831938236;0.00159565304661311;0.00120360749729968;0.00181153123103514;0.00190750561714822;0.000186329923837764;0.001013984653671;0.00208160716638068;0.00177615383550638;0.00131222816224245;0.00170726215014949;0.00225933880562375;0.00183007486094517;0.00122799072755199;0.0012094611754426;0.00200335369231819;0.00176167303976522;0.00150161716605806;0.00188323612439682;0.0016387833705379;0.00170775710565017;0.00203979472306464;0.00127622633411691;0.00158072898224404;0.00211084083916987;0.00142012381364443;0.00167983185798658
ko00300;0.00413113980432376;0.00547253043370588;0.00485002507883629;0.00528947496163128;0.00436723477402842;0.00424552153712934;0.00446936301890419;0.00602044402713867;0.00387401042168798;0.00485042177012062;0.00512853960307532;0.00333644491266827;0.000592074601016136;0.00199783750813676;0.00361417230159504;0.00370490608573857;0.00254963039775529;0.00562057450128145;0.0040369174517172;0.0039149430166704;0.00539983938237223;0.00549285009358309;0.00429967539974305;0.00419413414337794;0.00411352835693013;0.00497288532463081;0.00284324515794401;0.00369217019545332;0.00398141909457259;0.0030821652799589;0.00437868104443845;0.00326046562182231;0.00404408382318806;0.00370934701893672
ko00310;0.000947927908436822;0.00106695933499414;0.000869892679401408;0.00122559816161669;0.000819515966036833;0.000888179320783609;0.000841281902892534;0.00117799589125613;0.000768682464095436;0.000810188687845526;0.00100107657781069;0.000774804264182129;0.000111337643631314;0.000382365743120929;0.00086859002200102;0.000748131348767031;0.000654937044071546;0.000823822716563902;0.000678948083103245;0.000724904866839021;0.000987788713722494;0.00115446072269497;0.00115292904439231;0.00133372437688449;0.000932625023809659;0.00125009759863516;0.000945812445300092;0.000723454064635322;0.00154579724059405;0.000534589661305164;0.000755015311082079;0.000594921815424029;0.000861238408040395;0.000566069536047439
ko00311;0.00040770991425454;0.000460658056443022;0.000261301318266601;0.000285192889636341;0.000287885701563297;0.000426411417219036;0.000373526820573696;0.000436102623990934;0.000290998057589546;0.000320750282921551;0.000583764070358677;0.000141404975354154;5.06341738478328e-05;0.000117968343855528;0.000201318955463484;0.000122537291290673;0.000159152223931635;0.000231207837775808;0.000270220487859228;0.000236915352969621;0.000274198784250391;0.000422625430148358;0.000186186493214378;0.000251820900095339;0.000266473005625819;0.000297284398873827;0.000142607907608477;0.000176344846215155;0.000238540896557651;0.000227010401121071;0.000259886931794911;0.00022790680644182;0.000295158403925085;0.000224852664405626
ko00330;0.0022232120769656;0.00274322008981878;0.00215247323437815;0.00265142332145181;0.00215637141943411;0.00206850684986203;0.00223914221154577;0.00223478434689639;0.00221956350291362;0.00244519940007056;0.00244226554032781;0.00249523146432434;0.00028059771340674;0.00133112575691785;0.00267466612258629;0.0023761874462201;0.00167887520321755;0.00290600605990028;0.0028607534803626;0.00254930315501957;0.00338387652966215;0.00282368178030734;0.00231967611075488;0.00272613917889214;0.0023244570193192;0.00255718862486341;0.00192031898168753;0.00216275882307823;0.0026259678741976;0.00169623784395392;0.00249411101849233;0.00220958603993688;0.00219093511164623;0.00211424510541823
ko00332;0.000332354785526949;0.000491068579411285;0.000405002542685136;0.000393280646587648;0.000357937221150377;0.000272031586753388;0.000395472172479786;0.00022125570496391;0.000349475833663917;0.00032274290747086;0.000321191713453136;0.000354425907218423;5.5908566956982e-05;0.000176926405038747;0.000360747407387167;0.000294072515412058;0.000241712965559139;0.000539948297170492;0.000373654980069328;0.000394162943346042;0.000472418209103753;0.00051219933822626;0.000297119909032004;0.000378917585876971;0.000363205939231346;0.000378860156500194;0.000230990308412601;0.000394975105630163;0.00031587824122414;0.000306798932251279;0.000378257214066059;0.000423379057887176;0.000393769369770258;0.000320477396466046
ko00333;0.000787503535513627;0.000758763003566895;0.000947906058550926;0.000932396192051608;0.000857513406117908;0.000801235892076154;0.000881135182911903;0.000682993472702387;0.000815148588868044;0.000843751957597946;0.000768467994018209;0.00068391411529493;8.14174499939584e-05;0.000364297107895602;0.000753763261028977;0.000740743445549922;0.000426928152733673;0.00110283204117446;0.00104648870895326;0.000765815339522016;0.00107996787647445;0.000944885826804062;0.000791649399545316;0.000764783123910005;0.00069652591536893;0.000864713469196201;0.000602748422400022;0.000882257800958425;0.000763995625899499;0.000713024648608578;0.000870207465207142;0.00071384851707773;0.000752869767964305;0.000723715799883491
ko00340;0.00127066289029642;0.0012318307353019;0.00113438413584884;0.00124516817431212;0.00114446419702895;0.00092787916859832;0.00146623603417666;0.000819561649214593;0.00135238549814373;0.00138935746700556;0.00166482710279966;0.00165529687234666;0.00013838089557277;0.000975758523656726;0.00167413164654239;0.00153744813500875;0.00106967445593354;0.00165845675486749;0.00265261067214671;0.00168111376184585;0.00132826979198141;0.000936105266720183;0.0015533273148171;0.0012687073611802;0.00118513091607125;0.00135615130272779;0.0014111282470613;0.00166253705809576;0.00118338601531885;0.00128227387559622;0.001654485541106;0.0023687315897862;0.00131463301297285;0.00152034791913495
ko00350;0.00142344800736613;0.00161462148853919;0.00164234113800639;0.00193840627527431;0.00137819186009356;0.00131520033259481;0.00137096585661402;0.00180015676093855;0.00120394677574089;0.00161595623997227;0.00147414288346684;0.000918858299152091;0.00021222239910086;0.000648382008548136;0.00118260931693706;0.00112916033422874;0.000965002232587061;0.00166919085288046;0.0011662281457482;0.00111469619667667;0.00163897517534148;0.00181160027841693;0.00169410246822309;0.00191046089325358;0.00148960178905914;0.00198777626676765;0.00122441539383359;0.00113690402745217;0.00190399438185442;0.000882355810029165;0.00135490198982603;0.000868525306016423;0.00140069839766399;0.000973902127003821
