"ind";"values";"regne";"type";"genre"
"1";0.00186353669637719;"Archaea";"Control";"Methanobrevibacter"
"1";0.000342729467678025;"Archaea";"Control";"Methanosphaera"
"1";2.62963785942219e-06;"Bacteria";"Control";"Arcanobacterium"
"1";5.25927571884438e-06;"Bacteria";"Control";"Aeriscardovia"
"1";1.84074650159553e-05;"Bacteria";"Control";"Bifidobacterium"
"1";1.57778271565331e-05;"Bacteria";"Control";"Corynebacterium"
"1";2.10371028753775e-05;"Bacteria";"Control";"Cellulomonas"
"1";2.71729245473627e-05;"Bacteria";"Control";"Rothia"
"1";4.38272976570365e-06;"Bacteria";"Control";"Atopobium"
"1";7.01236762512584e-06;"Bacteria";"Control";"Olsenella"
"1";0.000184512923136124;"Bacteria";"Control";"Collinsella"
"1";4.38272976570365e-06;"Bacteria";"Control";"Senegalimassilia"
"1";3.06791083599255e-06;"Bacteria";"Control";"Adlercreutzia"
"1";4.51421165867476e-05;"Bacteria";"Control";"Ellagibacter"
"1";2.62963785942219e-06;"Bacteria";"Control";"Gordonibacter"
"1";0.00547841220712956;"Bacteria";"Control";"Bacteroides"
"1";0.0735544771118512;"Bacteria";"Control";"Phocaeicola"
"1";6.13582167198511e-06;"Bacteria";"Control";"Petrimonas"
"1";8.85311412672137e-05;"Bacteria";"Control";"Sodaliphilus"
"1";2.49815596645108e-05;"Bacteria";"Control";"Candidatus Cryptobacteroides"
"1";0.00143928845505708;"Bacteria";"Control";"Butyricimonas"
"1";5.69754869541474e-06;"Bacteria";"Control";"Paludibacter"
"1";0.000458871806469172;"Bacteria";"Control";"Alloprevotella"
"1";6.13582167198511e-06;"Bacteria";"Control";"Candidatus Caccomonas"
"1";6.13582167198511e-06;"Bacteria";"Control";"Hallella"
"1";9.68583278220506e-05;"Bacteria";"Control";"Paraprevotella"
"1";0.0214613511166977;"Bacteria";"Control";"Prevotella"
"1";0.0019196356373782;"Bacteria";"Control";"Prevotellamassilia"
"1";4.82100274227401e-06;"Bacteria";"Control";"Pseudoprevotella"
"1";0.0268319481715909;"Bacteria";"Control";"Alistipes"
"1";0.00203840761402877;"Bacteria";"Control";"Parabacteroides"
"1";1.31481892971109e-06;"Bacteria";"Control";"Chlamydia"
"1";8.7654595314073e-06;"Bacteria";"Control";"Fibrobacter"
"1";2.62963785942219e-06;"Bacteria";"Control";"Gemella"
"1";3.41852921724885e-05;"Bacteria";"Control";"Caryophanon"
"1";2.93642894302145e-05;"Bacteria";"Control";"Granulicatella"
"1";1.92840109690961e-05;"Bacteria";"Control";"Enterococcus"
"1";0.187430944614129;"Bacteria";"Control";"Lactobacillus"
"1";0.00533947967355675;"Bacteria";"Control";"Ligilactobacillus"
"1";0.0671416669186737;"Bacteria";"Control";"Limosilactobacillus"
"1";0.00581369103420589;"Bacteria";"Control";"Streptococcus"
"1";6.57409464855547e-06;"Bacteria";"Control";"Christensenella"
"1";3.2432200266207e-05;"Bacteria";"Control";"Butyricicoccus"
"1";4.38272976570365e-07;"Bacteria";"Control";"Candidatus Coprocola"
"1";0.0290298871490912;"Bacteria";"Control";"Clostridium"
"1";1.66543731096739e-05;"Bacteria";"Control";"Hungatella"
"1";3.50618381256292e-06;"Bacteria";"Control";"Lactonifactor"
"1";3.06791083599255e-06;"Bacteria";"Control";"Paraclostridium"
"1";2.19136488285182e-06;"Bacteria";"Control";"Sarcina"
"1";3.63766570553403e-05;"Bacteria";"Control";"Desulfotomaculum"
"1";1.40247352502517e-05;"Bacteria";"Control";"Candidatus Copromorpha"
"1";0.000510588017704475;"Bacteria";"Control";"Eubacterium"
"1";8.7654595314073e-06;"Bacteria";"Control";"Intestinibacillus"
"1";2.62963785942219e-06;"Bacteria";"Control";"Anaerovorax"
"1";0.00106763297092541;"Bacteria";"Control";"Hornefia"
"1";0.0011342504633641;"Bacteria";"Control";"Mogibacterium"
"1";5.69754869541474e-06;"Bacteria";"Control";"Acetatifactor"
"1";0.000121401614509991;"Bacteria";"Control";"Anaerobutyricum"
"1";6.004339779014e-05;"Bacteria";"Control";"Anaerotignum"
"1";1.22716433439702e-05;"Bacteria";"Control";"Bariatricus"
"1";0.000115265792838006;"Bacteria";"Control";"Blautia"
"1";5.25927571884438e-06;"Bacteria";"Control";"Candidatus Choladousia"
"1";3.50618381256292e-06;"Bacteria";"Control";"Candidatus Fimousia"
"1";3.94445678913328e-06;"Bacteria";"Control";"Candidatus Galacturonibacter"
"1";1.75309190628146e-06;"Bacteria";"Control";"Candidatus Pullilachnospira"
"1";2.05988298988072e-05;"Bacteria";"Control";"Catenibacillus"
"1";2.32284677582293e-05;"Bacteria";"Control";"Cellulosilyticum"
"1";7.18767681575399e-05;"Bacteria";"Control";"Coprococcus"
"1";5.47841220712956e-05;"Bacteria";"Control";"Diplocloster"
"1";0.00507958379845053;"Bacteria";"Control";"Dorea"
"1";0.000221327853168035;"Bacteria";"Control";"Eisenbergiella"
"1";0.00194154928620672;"Bacteria";"Control";"Enterocloster"
"1";0.00121533096402963;"Bacteria";"Control";"Faecalicatena"
"1";0.000247185958785686;"Bacteria";"Control";"Faecalimonas"
"1";6.57409464855547e-06;"Bacteria";"Control";"Frisingicoccus"
"1";4.38272976570365e-07;"Bacteria";"Control";"Fusicatenibacter"
"1";0.00267171206517294;"Bacteria";"Control";"Lachnoclostridium"
"1";3.50618381256292e-06;"Bacteria";"Control";"Lachnospira"
"1";4.82100274227401e-06;"Bacteria";"Control";"Marvinbryantia"
"1";7.01236762512584e-06;"Bacteria";"Control";"Mediterraneibacter"
"1";1.05185514376888e-05;"Bacteria";"Control";"Merdimonas"
"1";3.50618381256292e-05;"Bacteria";"Control";"Niameybacter"
"1";1.49012812033924e-05;"Bacteria";"Control";"Oliverpabstia"
"1";3.50618381256292e-06;"Bacteria";"Control";"Oribacterium"
"1";7.01236762512584e-06;"Bacteria";"Control";"Pseudobutyrivibrio"
"1";1.27099163205406e-05;"Bacteria";"Control";"Robinsoniella"
"1";0.0334963270533198;"Bacteria";"Control";"Roseburia"
"1";1.92840109690961e-05;"Bacteria";"Control";"Tyzzerella"
"1";4.82100274227401e-06;"Bacteria";"Control";"Candidatus Enterenecus"
"1";0.000116580611767717;"Bacteria";"Control";"Candidatus Faecousia"
"1";3.94445678913328e-06;"Bacteria";"Control";"Candidatus Fimimorpha"
"1";2.19136488285182e-06;"Bacteria";"Control";"Candidatus Fimisoma"
"1";4.29507517038958e-05;"Bacteria";"Control";"Candidatus Gallacutalibacter"
"1";0.000134111530830532;"Bacteria";"Control";"Candidatus Limiplasma"
"1";7.88891357826657e-06;"Bacteria";"Control";"Candidatus Limivicinus"
"1";1.84074650159553e-05;"Bacteria";"Control";"Candidatus Scatomorpha"
"1";3.50618381256292e-06;"Bacteria";"Control";"Candidatus Ventricola"
"1";0.000134111530830532;"Bacteria";"Control";"Evtepia"
"1";0.000748570243982183;"Bacteria";"Control";"Flintibacter"
"1";1.18333703673998e-05;"Bacteria";"Control";"Gemmiger"
"1";0.00236097652478455;"Bacteria";"Control";"Intestinimonas"
"1";2.54198326410811e-05;"Bacteria";"Control";"Acetivibrio"
"1";8.7654595314073e-06;"Bacteria";"Control";"Acutalibacter"
"1";3.7253203008481e-05;"Bacteria";"Control";"Agathobaculum"
"1";7.4506406016962e-05;"Bacteria";"Control";"Anaeromassilibacillus"
"1";0.000149889357987065;"Bacteria";"Control";"Anaerotruncus"
"1";0.000884873139695567;"Bacteria";"Control";"Angelakisella"
"1";5.87285788604289e-05;"Bacteria";"Control";"Candidatus Caccousia"
"1";3.94445678913328e-06;"Bacteria";"Control";"Candidatus Faeciplasma"
"1";2.62963785942219e-05;"Bacteria";"Control";"Candidatus Faecivivens"
"1";1.7969192039385e-05;"Bacteria";"Control";"Candidatus Merdivicinus"
"1";1.18333703673999e-05;"Bacteria";"Control";"Candidatus Onthomonas"
"1";1.49012812033924e-05;"Bacteria";"Control";"Candidatus Pelethomonas"
"1";2.62963785942219e-06;"Bacteria";"Control";"Candidatus Scatavimonas"
"1";1.66543731096739e-05;"Bacteria";"Control";"Dysosmobacter"
"1";6.04816707667103e-05;"Bacteria";"Control";"Faecalibacterium"
"1";6.44261275558437e-05;"Bacteria";"Control";"Flavonifractor"
"1";3.50618381256292e-06;"Bacteria";"Control";"Fournierella"
"1";7.4506406016962e-06;"Bacteria";"Control";"Hydrogeniiclostidium"
"1";5.25927571884438e-06;"Bacteria";"Control";"Massiliimalia"
"1";0.00150327630963635;"Bacteria";"Control";"Oscillibacter"
"1";1.70926460862443e-05;"Bacteria";"Control";"Papillibacter"
"1";6.4864400532414e-05;"Bacteria";"Control";"Phocea"
"1";0.00031161208634153;"Bacteria";"Control";"Pseudoflavonifractor"
"1";0.000481662001250831;"Bacteria";"Control";"Ruminiclostridium"
"1";0.00115046656349721;"Bacteria";"Control";"Ruminococcus"
"1";0.000223957491027456;"Bacteria";"Control";"Ruthenibacterium"
"1";5.21544842118735e-05;"Bacteria";"Control";"Subdoligranulum"
"1";2.62963785942219e-06;"Bacteria";"Control";"Vescimonas"
"1";8.32718655483693e-06;"Bacteria";"Control";"Peptococcus"
"1";0.000418550692624698;"Bacteria";"Control";"Clostridioides"
"1";2.2790194781659e-05;"Bacteria";"Control";"Intestinibacter"
"1";2.80494705005034e-05;"Bacteria";"Control";"Paeniclostridium"
"1";2.80494705005034e-05;"Bacteria";"Control";"Peptostreptococcus"
"1";0.00337207228173239;"Bacteria";"Control";"Romboutsia"
"1";0.00165448048655312;"Bacteria";"Control";"Terrisporobacter"
"1";2.2790194781659e-05;"Bacteria";"Control";"Candidatus Avichristensenella"
"1";3.50618381256292e-06;"Bacteria";"Control";"Candidatus Faecaligallichristensenella"
"1";1.75309190628146e-05;"Bacteria";"Control";"Candidatus Pullichristensenella"
"1";0.000146383174174502;"Bacteria";"Control";"Catenibacterium"
"1";2.62963785942219e-06;"Bacteria";"Control";"Sharpea"
"1";4.16359327741847e-05;"Bacteria";"Control";"Amedibacillus"
"1";5.34693031415845e-05;"Bacteria";"Control";"Faecalicoccus"
"1";1.31481892971109e-05;"Bacteria";"Control";"Faecalitalea"
"1";0.000101241057587754;"Bacteria";"Control";"Floccifex"
"1";0.000170049914909302;"Bacteria";"Control";"Holdemanella"
"1";7.01236762512584e-06;"Bacteria";"Control";"Holdemania"
"1";3.50618381256292e-06;"Bacteria";"Control";"Lactimicrobium"
"1";4.82100274227401e-06;"Bacteria";"Control";"Traorella"
"1";0.00097252773500964;"Bacteria";"Control";"Turicibacter"
"1";0.000112636154978584;"Bacteria";"Control";"Candidatus Avacidaminococcus"
"1";0.00201605569222368;"Bacteria";"Control";"Phascolarctobacterium"
"1";4.82100274227401e-06;"Bacteria";"Control";"Mitsuokella"
"1";5.69754869541474e-06;"Bacteria";"Control";"Dialister"
"1";0.00877115708010271;"Bacteria";"Control";"Veillonella"
"1";4.38272976570365e-06;"Bacteria";"Control";"Candidatus Enteromonas"
"1";5.25927571884438e-06;"Bacteria";"Control";"Negativibacillus"
"1";0.0121213157130066;"Bacteria";"Control";"Fusobacterium"
"1";3.50618381256292e-06;"Bacteria";"Control";"Candidatus Spyradomonas"
"1";0.000106500333306599;"Bacteria";"Control";"Sinorhizobium"
"1";4.38272976570365e-06;"Bacteria";"Control";"Loktanella"
"1";7.01236762512584e-06;"Bacteria";"Control";"Parasutterella"
"1";1.97222839456664e-05;"Bacteria";"Control";"Sutterella"
"1";2.19136488285182e-06;"Bacteria";"Control";"Neisseria"
"1";0.00136522032201669;"Bacteria";"Control";"Bilophila"
"1";0.00472239132254569;"Bacteria";"Control";"Desulfovibrio"
"1";3.15556543130662e-05;"Bacteria";"Control";"Mailhella"
"1";2.62963785942219e-06;"Bacteria";"Control";"Corallococcus"
"1";0.000138055987619665;"Bacteria";"Control";"Campylobacter"
"1";0.00628439621104247;"Bacteria";"Control";"Escherichia"
"1";4.38272976570365e-07;"Bacteria";"Control";"Salmonella"
"1";3.68149300319107e-05;"Bacteria";"Control";"Serratia"
"1";9.64200548454803e-06;"Bacteria";"Control";"Acinetobacter"
"1";7.4506406016962e-06;"Bacteria";"Control";"Moraxella"
"1";0.0141373714052303;"Bacteria";"Control";"Actinobacillus"
"1";2.62963785942219e-06;"Bacteria";"Control";"Avibacterium"
"1";0.000112197882002013;"Bacteria";"Control";"Gallibacterium"
"1";1.70926460862442e-05;"Bacteria";"Control";"Glaesserella"
"1";1.49012812033924e-05;"Bacteria";"Control";"Pasteurella"
"1";0.000784070355084383;"Bacteria";"Control";"Bullifex"
"1";1.27099163205406e-05;"Bacteria";"Control";"Candidatus Ornithospirochaeta"
"1";3.50618381256292e-06;"Bacteria";"Control";"Treponema"
"1";0.000212124120660056;"Bacteria";"Control";"Cloacibacillus"
"1";1.18333703673999e-05;"Bacteria";"Control";"Pyramidobacter"
"1";1.75309190628146e-06;"Bacteria";"Control";"Acholeplasma"
"1";4.38272976570364e-06;"Bacteria";"Control";"Mycoplasma"
"1";7.4506406016962e-06;"Bacteria";"Control";"Akkermansia"
"1";2.01605569222368e-05;"Eukaryota";"Control";"Necator"
"1";3.59383840787699e-05;"Eukaryota";"Control";"Trichuris"
"1";0.000887502777554989;"Eukaryota";"Control";"Blastocystis"
"1";0;"Bacteria";"Control";"Actinomyces"
"1";0;"Bacteria";"Control";"Schaalia"
"1";0;"Bacteria";"Control";"Berryella"
"1";0;"Bacteria";"Control";"Candidatus Aphodovivens"
"1";0;"Bacteria";"Control";"Heminiphilus"
"1";0;"Bacteria";"Control";"Porphyromonas"
"1";0;"Bacteria";"Control";"Bergeyella"
"1";0;"Bacteria";"Control";"Chryseobacterium"
"1";0;"Bacteria";"Control";"Lachnoanaerobaculum"
"1";0;"Bacteria";"Control";"Schaedlerella"
"1";0;"Bacteria";"Control";"Sporofaciens"
"1";0;"Bacteria";"Control";"Candidatus Aphodomonas"
"1";0;"Bacteria";"Control";"Candidatus Egerieenecus"
"1";0;"Bacteria";"Control";"Candidatus Faecicola"
"1";0;"Bacteria";"Control";"Candidatus Faecivicinus"
"1";0;"Bacteria";"Control";"Candidatus Fimadaptatus"
"1";0;"Bacteria";"Control";"Colidextribacter"
"1";0;"Bacteria";"Control";"Pusillibacter"
"1";0;"Bacteria";"Control";"Peptoclostridium"
"1";0;"Bacteria";"Control";"Candidatus Excrementavichristensenella"
"1";0;"Bacteria";"Control";"Erysipelatoclostridium"
"1";0;"Bacteria";"Control";"Anaerococcus"
"1";0;"Bacteria";"Control";"Peptoniphilus"
"1";0;"Bacteria";"Control";"Victivallis"
"1";0;"Bacteria";"Control";"Acidiphilium"
"1";0;"Bacteria";"Control";"Pelistega"
"1";0;"Bacteria";"Control";"Dechloromonas"
"1";0;"Bacteria";"Control";"Thauera"
"1";0;"Bacteria";"Control";"Shigella"
"1";0;"Bacteria";"Control";"Mediterranea"
"1";0;"Bacteria";"Control";"Barnesiella"
"1";0;"Bacteria";"Control";"Duncaniella"
"1";0;"Bacteria";"Control";"Listeria"
"1";0;"Bacteria";"Control";"Kurthia"
"1";0;"Bacteria";"Control";"Staphylococcus"
"1";0;"Bacteria";"Control";"Pediococcus"
"1";0;"Bacteria";"Control";"Agathobacter"
"1";0;"Bacteria";"Control";"Butyrivibrio"
"1";0;"Bacteria";"Control";"Candidatus Merdisoma"
"1";0;"Bacteria";"Control";"Candidatus Scatomonas"
"1";0;"Bacteria";"Control";"Kineothrix"
"1";0;"Bacteria";"Control";"Velocimicrobium"
"1";0;"Bacteria";"Control";"Candidatus Copromonas"
"1";0;"Bacteria";"Control";"Candidatus Fimiplasma"
"1";0;"Bacteria";"Control";"Candidatus Onthenecus"
"1";0;"Bacteria";"Control";"Lawsonibacter"
"1";0;"Bacteria";"Control";"Massilistercora"
"1";0;"Bacteria";"Control";"Candidatus Avoscillospira"
"1";0;"Bacteria";"Control";"Candidatus Limousia"
"1";0;"Bacteria";"Control";"Coprobacillus"
"1";0;"Bacteria";"Control";"Merdibacter"
"1";0;"Bacteria";"Control";"Solobacterium"
"1";0;"Bacteria";"Control";"Murdochiella"
"1";0;"Bacteria";"Control";"Acetobacter"
"1";0;"Bacteria";"Control";"Oxalobacter"
"1";0;"Bacteria";"Control";"Histophilus"
"1";0;"Bacteria";"Control";"Ursidibacter"
"1";0;"Bacteria";"Control";"Actinobaculum"
"1";0;"Bacteria";"Control";"Trueperella"
"1";0;"Bacteria";"Control";"Denitrobacterium"
"1";0;"Bacteria";"Control";"Slackia"
"1";0;"Bacteria";"Control";"Candidatus Avibacteroides"
"1";0;"Bacteria";"Control";"Candidatus Limisoma"
"1";0;"Bacteria";"Control";"Candidatus Onthomorpha"
"1";0;"Bacteria";"Control";"Tannerella"
"1";0;"Bacteria";"Control";"Flavobacterium"
"1";0;"Bacteria";"Control";"Bavariicoccus"
"1";0;"Bacteria";"Control";"Companilactobacillus"
"1";0;"Bacteria";"Control";"Lactococcus"
"1";0;"Bacteria";"Control";"Mordavella"
"1";0;"Bacteria";"Control";"Baileyella"
"1";0;"Bacteria";"Control";"Acetitomaculum"
"1";0;"Bacteria";"Control";"Anaerostipes"
"1";0;"Bacteria";"Control";"Candidatus Limivivens"
"1";0;"Bacteria";"Control";"Candidatus Pelethocola"
"1";0;"Bacteria";"Control";"Candidatus Scybalocola"
"1";0;"Bacteria";"Control";"Candidatus Scybalomonas"
"1";0;"Bacteria";"Control";"Epulopiscium"
"1";0;"Bacteria";"Control";"Lachnotalea"
"1";0;"Bacteria";"Control";"Lacrimispora"
"1";0;"Bacteria";"Control";"Sellimonas"
"1";0;"Bacteria";"Control";"Suipraeoptans"
"1";0;"Bacteria";"Control";"Candidatus Alectryocaccobium"
"1";0;"Bacteria";"Control";"Candidatus Avimonoglobus"
"1";0;"Bacteria";"Control";"Anaerofilum"
"1";0;"Bacteria";"Control";"Bittarella"
"1";0;"Bacteria";"Control";"Candidatus Fimivivens"
"1";0;"Bacteria";"Control";"Caproicibacter"
"1";0;"Bacteria";"Control";"Pseudoruminococcus"
"1";0;"Bacteria";"Control";"Ructibacterium"
"1";0;"Bacteria";"Control";"Sporobacter"
"1";0;"Bacteria";"Control";"Candidatus Merdicola"
"1";0;"Bacteria";"Control";"Candidatus Ornithomonoglobus"
"1";0;"Bacteria";"Control";"Leptotrichia"
"1";0;"Bacteria";"Control";"Citrobacter"
"1";0;"Bacteria";"Control";"Haemophilus"
"1";0;"Bacteria";"Control";"Mannheimia"
"1";0;"Bacteria";"Control";"Rodentibacter"
"1";0;"Bacteria";"Control";"Synergistes"
"1";0;"Viruses";"Control";"Inovirus"
"1";0;"Bacteria";"Control";"Dietzia"
"1";0;"Bacteria";"Control";"Mycobacteroides"
"1";0;"Bacteria";"Control";"Candidatus Homeothermus"
"1";0;"Bacteria";"Control";"Muribaculum"
"1";0;"Bacteria";"Control";"Paramuribaculum"
"1";0;"Bacteria";"Control";"Candidatus Avimuribaculum"
"1";0;"Bacteria";"Control";"Marseilla"
"1";0;"Bacteria";"Control";"Candidatus Coprenecus"
"1";0;"Bacteria";"Control";"Riemerella"
"1";0;"Bacteria";"Control";"Facklamia"
"1";0;"Bacteria";"Control";"Lactiplantibacillus"
"1";0;"Bacteria";"Control";"Candidatus Onthocola"
"1";0;"Bacteria";"Control";"Candidatus Ornithoclostridium"
"1";0;"Bacteria";"Control";"Candidatus Ventrousia"
"1";0;"Bacteria";"Control";"Bilifractor"
"1";0;"Bacteria";"Control";"Extibacter"
"1";0;"Bacteria";"Control";"Candidatus Aphodomorpha"
"1";0;"Bacteria";"Control";"Candidatus Egerieicola"
"1";0;"Bacteria";"Control";"Neglectibacter"
"1";0;"Bacteria";"Control";"Pygmaiobacter"
"1";0;"Bacteria";"Control";"Candidatus Caccomorpha"
"1";0;"Bacteria";"Control";"Candidatus Fimenecus"
"1";0;"Bacteria";"Control";"Candidatus Ornithocaccomicrobium"
"1";0;"Bacteria";"Control";"Eggerthia"
"1";0;"Bacteria";"Control";"Anaerorhabdus"
"1";0;"Bacteria";"Control";"Longicatena"
"1";0;"Bacteria";"Control";"Anaerovibrio"
"1";0;"Bacteria";"Control";"Candidatus Galligastranaerophilus"
"1";0;"Bacteria";"Control";"Shinella"
"1";0;"Bacteria";"Control";"Azospirillum"
"1";0;"Bacteria";"Control";"Helicobacter"
"1";0;"Bacteria";"Control";"Bibersteinia"
"1";0;"Bacteria";"Control";"Frederiksenia"
"1";0;"Bacteria";"Control";"Muribacter"
"1";0;"Bacteria";"Control";"Brachyspira"
"1";0;"Bacteria";"Control";"Anaeroplasma"
"1";0;"Viruses";"Control";"Gregsiragusavirus"
"1";0;"Bacteria";"Control";"Candidatus Aveggerthella"
"1";0;"Bacteria";"Control";"Eggerthella"
"1";0;"Bacteria";"Control";"Cloacibacterium"
"1";0;"Bacteria";"Control";"Atopostipes"
"1";0;"Bacteria";"Control";"Candidatus Borkfalkia"
"1";0;"Bacteria";"Control";"Candidatus Spyradocola"
"1";0;"Bacteria";"Control";"Aminipila"
"1";0;"Bacteria";"Control";"Luxibacter"
"1";0;"Bacteria";"Control";"Shuttleworthia"
"1";0;"Bacteria";"Control";"Candidatus Galloscillospira"
"1";0;"Bacteria";"Control";"Solibaculum"
"1";0;"Bacteria";"Control";"Candidatus Alectryocaccomicrobium"
"1";0;"Bacteria";"Control";"Acidaminococcus"
"1";0;"Bacteria";"Control";"Conservatibacter"
"1";0;"Bacteria";"Control";"Mycoplasmopsis"
"1";0;"Bacteria";"Control";"Phycicoccus"
"1";0;"Bacteria";"Control";"Enorma"
"1";0;"Bacteria";"Control";"Paraeggerthella"
"1";0;"Bacteria";"Control";"Candidatus Gallibacteroides"
"1";0;"Bacteria";"Control";"Capnocytophaga"
"1";0;"Bacteria";"Control";"Aerococcus"
"1";0;"Bacteria";"Control";"Aminicella"
"1";0;"Bacteria";"Control";"Candidatus Egerieimonas"
"1";0;"Bacteria";"Control";"Murimonas"
"1";0;"Bacteria";"Control";"Candidatus Coproplasma"
"1";0;"Bacteria";"Control";"Levyella"
"1";0;"Bacteria";"Control";"Candidatus Fimivicinus"
"1";0;"Bacteria";"Control";"Monoglobus"
"1";0;"Bacteria";"Control";"Providencia"
"1";0;"Eukaryota";"Control";"Lupinus"
"1";0;"Bacteria";"Control";"Massilioclostridium"
"1";0;"Bacteria";"Control";"Harryflintia"
"1";0;"Bacteria";"Control";"Petroclostridium"
"1";0;"Bacteria";"Control";"Negativicoccus"
"1";0;"Bacteria";"Control";"Caecibacteroides"
"1";0;"Bacteria";"Control";"Odoribacter"
"1";0;"Bacteria";"Control";"Sanguibacteroides"
"1";0;"Bacteria";"Control";"Gallibacter"
"1";0;"Bacteria";"Control";"Candidatus Pelethousia"
"1";0;"Bacteria";"Control";"Candidatus Ventrisoma"
"1";0;"Bacteria";"Control";"Bulleidia"
"1";0;"Bacteria";"Control";"Selenomonas"
"1";0;"Bacteria";"Control";"Candidatus Scatousia"
"1";0;"Bacteria";"Control";"Candidatus Aphodousia"
"1";0;"Bacteria";"Control";"Duodenibacillus"
"1";0;"Bacteria";"Control";"Succinivibrio"
"1";0;"Bacteria";"Control";"Candidatus Amulumruptor"
"1";0;"Bacteria";"Control";"Mucispirillum"
"1";0;"Bacteria";"Control";"Paenibacillus"
"1";0;"Bacteria";"Control";"Anaerofustis"
"1";0;"Bacteria";"Control";"Candidatus Merdiplasma"
"1";0;"Bacteria";"Control";"Drancourtella"
"1";0;"Bacteria";"Control";"Zoogloea"
"1";0;"Bacteria";"Control";"Desulfobulbus"
"1";0;"Bacteria";"Control";"Culturomica"
"1";0;"Bacteria";"Control";"Kaistella"
"1";0;"Bacteria";"Control";"Candidatus Saccharimonas"
"1";0;"Bacteria";"Control";"Candidatus Ventrimonas"
"1";0;"Bacteria";"Control";"Neobittarella"
"1";0;"Bacteria";"Control";"Kandleria"
"1";0;"Bacteria";"Control";"Megasphaera"
"1";0;"Bacteria";"Control";"Klebsiella"
"1";0;"Bacteria";"Control";"Propionibacterium"
"1";0;"Bacteria";"Control";"Candidatus Limihabitans"
"1";0;"Bacteria";"Control";"Allisonella"
"1";0;"Bacteria";"Control";"Alysiella"
"1";0;"Bacteria";"Control";"Kingella"
"1";0;"Bacteria";"Control";"Aggregatibacter"
"1";0;"Bacteria";"Control";"Canicola"
"1";0;"Bacteria";"Control";"Caviibacterium"
"1";0;"Bacteria";"Control";"Necropsobacter"
"1";0;"Eukaryota";"Control";"Sousa"
"1";0;"Eukaryota";"Control";"Sus"
"1";0;"Viruses";"Control";"Tunavirus"
"1";0;"Viruses";"Control";"Kagunavirus"
"1";0;"Bacteria";"Control";"Parafannyhessea"
"1";0;"Bacteria";"Control";"Tractidigestivibacter"
"1";0;"Bacteria";"Control";"Mobilibacterium"
"1";0;"Eukaryota";"Control";"Ursus"
"1";0;"Bacteria";"Control";"Thermophilibacter"
"1";0;"Bacteria";"Control";"Absicoccus"
"1";0;"Viruses";"Control";"Firehammervirus"
"1";0;"Bacteria";"Control";"Streptomyces"
"1";0;"Bacteria";"Control";"Pseudopedobacter"
"1";0;"Bacteria";"Control";"Candidatus Onthovicinus"
"1";0;"Bacteria";"Control";"Anaerosphaera"
"1";0;"Viruses";"Control";"Krischvirus"
"1";0;"Bacteria";"Control";"Lawsonia"
"1";0;"Bacteria";"Control";"Cutibacterium"
"1";0;"Bacteria";"Control";"Muricomes"
"1";0;"Bacteria";"Control";"Massilimicrobiota"
"1";0;"Bacteria";"Control";"Mobilisporobacter"
"1";0;"Bacteria";"Control";"Novisyntrophococcus"
"1";0;"Bacteria";"Control";"Candidatus Avilachnospira"
"1";0;"Bacteria";"Control";"Ethanoligenens"
"1";0;"Bacteria";"Control";"Faecalibacillus"
"1";0;"Bacteria";"Control";"Schwartzia"
"1";0;"Bacteria";"Control";"Halpernia"
"1";0;"Bacteria";"Control";"Raoultibacter"
"1";0;"Bacteria";"Control";"Ornithobacterium"
"1";0;"Bacteria";"Control";"Stomatobaculum"
"1";0;"Bacteria";"Control";"Amedibacterium"
"1";0;"Bacteria";"Control";"Boudabousia"
"1";0;"Bacteria";"Control";"Cryptobacterium"
"1";0;"Bacteria";"Control";"Emergencia"
"1";0;"Bacteria";"Control";"Enterobacter"
"1";0;"Archaea";"Control";"Methanosarcina"
"1";0;"Bacteria";"Control";"Variimorphobacter"
"1";0;"Bacteria";"Control";"Candidatus Faecimorpha"
"1";0;"Bacteria";"Control";"Dielma"
"1";0;"Bacteria";"Control";"Volucribacter"
"1";0;"Bacteria";"Control";"Candidatus Merdousia"
"1";0;"Bacteria";"Control";"Coraliomargarita"
"1";0;"Viruses";"Control";"Porprismacovirus"
"1";0;"Bacteria";"Control";"Enteractinococcus"
"1";0;"Bacteria";"Control";"Candidatus Enterosoma"
"1";0;"Bacteria";"Control";"Streptobacillus"
"1";0;"Bacteria";"Control";"Aeromonas"
"1";0;"Bacteria";"Control";"Sphaerochaeta"
"1";0;"Bacteria";"Control";"Candidatus Caccocola"
"1";0;"Bacteria";"Control";"Pontibacillus"
"1";0;"Bacteria";"Control";"Desulfosporosinus"
"1";0;"Bacteria";"Control";"Johnsonella"
"1";0;"Bacteria";"Control";"Parasporobacterium"
"1";0;"Bacteria";"Control";"Waltera"
"1";0;"Bacteria";"Control";"Galactobacillus"
"1";0;"Bacteria";"Control";"Candidatus Caccosoma"
"1";0;"Bacteria";"Control";"Anaerobiospirillum"
"1";0;"Viruses";"Control";"Cequinquevirus"
"1";0;"Archaea";"Control";"Methanocorpusculum"
"1";0;"Bacteria";"Control";"Fundicoccus"
"1";0;"Bacteria";"Control";"Globicatella"
"1";0;"Bacteria";"Control";"Vaginisenegalia"
"1";0;"Bacteria";"Control";"Marinilactibacillus"
"1";0;"Bacteria";"Control";"Candidatus Weimeria"
"1";0;"Bacteria";"Control";"Hespellia"
