"root";"kingdom";"phylum";"class";"order";"family";"genus";"species";"abond34";"piglet";"group";"abund"
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Romboutsia";"None";0.00293480142296534;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Terrisporobacter";"None";0.000449889705054671;"14";"Control";4.25291167211608e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Terrisporobacter";"Terrisporobacter othiniensis";0.000382350889611681;"14";"Control";6.52911791916413e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"None";"None";"None";"Clostridia bacterium";0.000355040111782276;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"None";"None";"None";"None";0.00125518858645688;"14";"Control";0.000193777031821064
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Faecalicoccus";"Faecalicoccus pleomorphus";2.50963904378324e-05;"14";"Control";3.59400986376007e-06
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Faecalicoccus";"None";0.00400471959766057;"14";"Control";2.96505813760206e-05
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Holdemanella";"None";4.05971021788465e-06;"14";"Control";1.22795337011802e-05
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"None";"Erysipelotrichaceae bacterium";0.00174346100629882;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"None";"None";0.000656934926166788;"14";"Control";5.0615638914621e-05
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"None";"None";"None";0.000293406329383481;"14";"Control";2.21630608265204e-05
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Turicibacteraceae";"Turicibacter";"None";2.21438739157344e-06;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Turicibacteraceae";"Turicibacter";"Turicibacter sanguinis";0.00568322524047324;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Negativicutes";"Acidaminococcales";"Acidaminococcaceae";"None";"None";0;"14";"Control";1.79700493188004e-06
"root";"Bacteria";"Firmicutes";"Negativicutes";"Acidaminococcales";"Acidaminococcaceae";"Phascolarctobacterium";"None";0;"14";"Control";0.00131091509780649
"root";"Bacteria";"Firmicutes";"Negativicutes";"Acidaminococcales";"Acidaminococcaceae";"Phascolarctobacterium";"Phascolarctobacterium succinatutens";5.16690391367137e-06;"14";"Control";1.31780361671203e-05
"root";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Selenomonadaceae";"Mitsuokella";"None";0;"14";"Control";0.00335021619466835
"root";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Selenomonadaceae";"None";"None";3.54301982651751e-05;"14";"Control";1.43760394550403e-05
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Dialister";"None";0;"14";"Control";0.00594628931959104
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Veillonella";"Veillonella caviae";0.000241737290246768;"14";"Control";0.0169014303859757
"root";"Bacteria";"Firmicutes";"None";"None";"None";"Candidatus Enteromonas";"None";0;"14";"Control";0
"root";"Bacteria";"Firmicutes";"None";"None";"None";"None";"Firmicutes bacterium";0.000691626995301439;"14";"Control";0
"root";"Bacteria";"Firmicutes";"None";"None";"None";"None";"None";0.032246647325223;"14";"Control";0.0072335438524611
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"Fusobacterium mortiferum";0.0004974990339735;"14";"Control";0
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"Fusobacterium varium";0;"14";"Control";9.34442564577618e-05
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"None";0.00071487806291296;"14";"Control";0.0170790343734098
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"None";"None";"None";0;"14";"Control";0.0011129450544777
"root";"Bacteria";"None";"None";"None";"None";"None";"None";0.0244586468690592;"14";"Control";0.00455900151217965
"root";"Bacteria";"None";"None";"None";"None";"None";"bacterium 210917-SL.2.15";0.00038714872896009;"14";"Control";8.14642235785616e-05
"root";"Bacteria";"None";"None";"None";"None";"None";"bacterium UBP9_UBA11836";0.020185617332453;"14";"Control";0
"root";"Bacteria";"Planctomycetes";"Planctomycetia";"Pirellulales";"Thermoguttaceae";"None";"Thermoguttaceae bacterium";0;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"Sinorhizobium";"None";2.43582613073079e-05;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Sutterellaceae";"Sutterella";"None";9.9647432620805e-06;"14";"Control";2.09650575386004e-06
"root";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Sutterellaceae";"Sutterella";"Sutterella parvirubra";0.00102230884577641;"14";"Control";0.00326216295300622
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bradymonadales";"None";"None";"Bradymonadales bacterium";0;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Bilophila";"None";0;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";"Desulfovibrio piger";0.004763885408405;"14";"Control";0.00117703823038142
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";"None";0.000175305668499564;"14";"Control";0.000114708814818342
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"None";"None";5.68359430503851e-05;"14";"Control";2.99500821980006e-05
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"None";"None";"None";2.95251652209793e-06;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Campylobacteraceae";"Campylobacter";"Campylobacter coli";0.000188222928283743;"14";"Control";0.00146605652359213
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Campylobacteraceae";"Campylobacter";"None";0.00555146919067462;"14";"Control";0.000426189669677548
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Campylobacteraceae";"None";"None";0.000436234316139968;"14";"Control";2.99500821980006e-07
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Escherichia";"Escherichia coli";9.59567869681826e-05;"14";"Control";0.015908585161112
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Escherichia";"None";2.140574478521e-05;"14";"Control";0.00561354390637125
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"None";"None";0.000659149313558362;"14";"Control";0.0152559728700175
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"None";"None";"None";"None";3.69064565262241e-06;"14";"Control";7.78702137148015e-06
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Actinobacillus";"Actinobacillus porcinus";0.000308907041124495;"14";"Control";0.00383960053778368
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Actinobacillus";"None";0.00587772226636644;"14";"Control";0.000275540756221605
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"None";"None";0.000206676156546855;"14";"Control";0.00533351063781995
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"None";"[Actinobacillus] rossii";1.10719369578672e-05;"14";"Control";2.33610641144405e-05
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"None";"[Pasteurella] aerogenes";9.59567869681826e-05;"14";"Control";0.000196472539218884
"root";"Bacteria";"Proteobacteria";"None";"None";"None";"None";"None";2.36201321767834e-05;"14";"Control";8.68552383742017e-06
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"None";"None";"None";0.00407963970440881;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"None";"None";"Spirochaetales bacterium";0.000188961057414267;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Sphaerochaetaceae";"None";"None";0.000492701194625091;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Sphaerochaetaceae";"None";"Sphaerochaetaceae bacterium";0.000808251397924307;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"Bullifex";"Bullifex porci";0.00747355744656037;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"Bullifex";"None";0.00486980693863527;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"Candidatus Ornithospirochaeta";"None";3.32158108736017e-06;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"None";"None";0.000201878317198446;"14";"Control";0
"root";"Bacteria";"Spirochaetes";"Spirochaetia";"Spirochaetales";"Treponemataceae";"Treponema";"None";0;"14";"Control";0
"root";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Cloacibacillus";"Cloacibacillus porcorum";0.000194127961327939;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"None";"None";"None";"None";0.000294513523079268;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"Blastocystidae";"Blastocystis";"Blastocystis hominis";0.000431805541356822;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"Blastocystidae";"Blastocystis";"Blastocystis sp. subtype 1";0.00121532961340856;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"Blastocystidae";"Blastocystis";"Blastocystis sp. subtype 4";0.000496760904842976;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"Blastocystidae";"Blastocystis";"None";0.00527651608955425;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"Blastocystidae";"None";"None";0.00331235447322861;"14";"Control";0
"root";"Eukaryota";"None";"Bigyra";"Opalinata";"None";"None";"None";0.000919339832068241;"14";"Control";0
"root";"Eukaryota";"None";"None";"None";"None";"None";"None";0.000151316471757519;"14";"Control";0
"root";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";"Unable to found taxonomy consensus";0.0086110144366986;"14";"Control";0.0051738766997046
"root";"Unknown";"Unknown";"Unknown";"Unknown";"Unknown";"Unknown";"Unknown";0.00531157722325417;"14";"Control";0.000374675528296987
"root";"Viruses";"None";"None";"None";"None";"None";"Bacteriophage sp.";0.000570204753330162;"14";"Control";0
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Myoviridae";"None";"Myoviridae sp.";0.000549168073110214;"14";"Control";1.49750410990003e-05
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Myoviridae";"None";"None";0.000163495602411173;"14";"Control";2.69550739782005e-06
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"None";"None";"None";0.000785000330312786;"14";"Control";0.000947920101566719
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Podoviridae";"None";"CrAss-like virus sp. ctelJ1";0;"14";"Control";0
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Podoviridae";"None";"None";0.000992414615990165;"14";"Control";0.000298901820336046
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Podoviridae";"None";"Podoviridae sp.";9.0420818489249e-05;"14";"Control";0.000187787015381464
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Siphoviridae";"None";"None";0.000398220665917958;"14";"Control";9.61397638555819e-05
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Siphoviridae";"None";"Siphoviridae sp.";0.000433281799617871;"14";"Control";0.00124083190546316
"root";"Viruses";"Uroviricota";"Caudoviricetes";"None";"None";"None";"None";0.003474742881944;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus faecium";3.32158108736017e-06;"14";"Control";0.00185840260038594
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Ligilactobacillus";"None";0;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus hyointestinalis";0.000798655719227489;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Butyricicoccus";"Butyricicoccus pullicaecorum";3.87517793525353e-05;"14";"Control";1.82695501407804e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"Clostridium massiliamazoniense";3.28467463083394e-05;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Mediterraneibacter";"None";1.14410015231295e-05;"14";"Control";0.000859267858260637
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Candidatus Ventricola";"None";2.58345195683568e-05;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelatoclostridium";"Erysipelatoclostridium ramosum";4.42877478314689e-05;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelatoclostridium";"None";6.97532028345635e-05;"14";"Control";2.69550739782005e-06
"root";"Bacteria";"Lentisphaerae";"Lentisphaeria";"Victivallales";"Victivallaceae";"Victivallis";"None";0.0117380984981656;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"None";"None";"None";2.50963904378324e-05;"14";"Control";1.34775369891003e-05
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"None";"None";"Caudovirales sp.";0;"14";"Control";3.56405978156207e-05
"root";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus";"None";1.80841636978498e-05;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriaceae";"Eubacterium";"Eubacterium coprostanoligenes";0.0426269572877888;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Coprococcus";"Coprococcus catus";0;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Merdibacter";"None";0;"14";"Control";0
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"Fusobacterium necrophorum";0;"14";"Control";4.61231265849209e-05
"root";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";"Fusobacterium sp. FSA-380-WT-3A";0;"14";"Control";0.00170835268857395
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";"Candidatus Desulfovibrio intestinavium";0.00259858360401144;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriales Family XIII. Incertae Sedis";"Baileyella";"Baileyella intestinalis";0;"14";"Control";0.00888319437992698
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Holdemanella";"Holdemanella biformis";2.95251652209793e-06;"14";"Control";0
"root";"Bacteria";"Kiritimatiellaeota";"Kiritimatiellae";"None";"None";"None";"None";1.66079054368008e-05;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";"Desulfovibrio porci";0;"14";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides caccae";0;"14";"Control";0.000963793645131659
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Coprobacillaceae";"Sharpea";"None";0;"14";"Control";0.00408968372413698
"root";"Bacteria";"Firmicutes";"None";"None";"None";"None";"Firmicutes bacterium CAG:555";0;"14";"Control";0
"root";"Bacteria";"Kiritimatiellaeota";"Kiritimatiellae";"None";"None";"None";"Kiritimatiellae bacterium";3.69064565262241e-06;"14";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"Phocaeicola plebeius";0;"14";"Control";4.04326109673008e-05
"root";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Selenomonadaceae";"Anaerovibrio";"None";0;"14";"Control";0.00563331096062193
"root";"Bacteria";"Lentisphaerae";"Lentisphaeria";"Victivallales";"None";"None";"None";0.00188407460566374;"14";"Control";0
"root";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Rhodocyclales";"Azonexaceae";"Dechloromonas";"Dechloromonas sp. Dech2017";0;"14";"Control";4.01331101453208e-05
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Helicobacter";"None";0.000195235155023725;"14";"Control";0.00792449224876898
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";"Bifidobacterium pseudolongum";0;"14";"Control";8.20632252225216e-05
"root";"Viruses";"Hofneiviricota";"Faserviricetes";"Tubulavirales";"Inoviridae";"None";"None";1.25481952189162e-05;"14";"Control";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus cecorum";1.66079054368008e-05;"14";"Control";0.0174036932644362
"root";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Selenomonadaceae";"Mitsuokella";"Mitsuokella jalaludinii";0;"14";"Control";0.0105427284345182
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus hirae";1.47625826104896e-06;"14";"Control";0.278390806043567
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Olsenella";"Olsenella porci";0;"14";"Control";0.000474409302016329
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Allisonella";"None";0;"14";"Control";0.00275211305317427
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Megasphaera";"Megasphaera elsdenii";0;"14";"Control";0.0227548744507529
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Megasphaera";"None";0;"14";"Control";0.0119869213981058
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Drexlerviridae";"Tunavirus";"None";0;"14";"Control";0.000707121440694794
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Parafannyhessea";"Parafannyhessea umbonata";0;"14";"Control";0.00249933435942315
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Helicobacter";"Helicobacter sp. 11-8110";0;"14";"Control";0.00169397664911891
"root";"Bacteria";"Verrucomicrobia";"Opitutae";"Opitutales";"None";"Candidatus Merdousia";"None";0.000170507829151155;"14";"Control";0
"root";"Bacteria";"Chlamydiae";"Chlamydiia";"Chlamydiales";"Chlamydiaceae";"Chlamydia";"Chlamydia suis";0;"14";"Control";0
"root";"Archaea";"Euryarchaeota";"Methanobacteria";"Methanobacteriales";"Methanobacteriaceae";"Methanobrevibacter";"None";0.00447896756402255;"15";"Control";0
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";"None";1.36553889147029e-05;"15";"Control";2.90370381471747e-05
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Micrococcales";"Micrococcaceae";"Rothia";"None";0.00550349079719053;"15";"Control";3.12226216636287e-06
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Atopobium";"None";1.10719369578672e-05;"15";"Control";0.00020856711271304
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"None";"None";1.14410015231295e-05;"15";"Control";2.18558351645401e-05
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Coriobacteriaceae";"Collinsella";"None";0.000339539400041261;"15";"Control";0.0010531390287142
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"None";"None";"None";9.8171174359756e-05;"15";"Control";4.68339324954431e-06
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"None";"None";"None";"None";0.00159694237388972;"15";"Control";6.55675054936203e-06
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides fragilis";0.00141388634951964;"15";"Control";0.00412138605959899
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides pyogenes";0.000895719699891458;"15";"Control";6.24452433272574e-07
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp.";0.000122160371101802;"15";"Control";0.000107093592306246
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp. CAG:709";5.53596847893361e-06;"15";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides thetaiotaomicron";0.000236570386333096;"15";"Control";0.0259566142938411
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides uniformis";3.57992628304373e-05;"15";"Control";8.89844717413418e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"None";0.00298979204318941;"15";"Control";0.0141210550998094
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"None";"Bacteroidaceae bacterium";0.0021874456783093;"15";"Control";4.05894081627173e-06
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"None";"None";0.00165156392954853;"15";"Control";0.0270672029464164
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"None";0.0171585497681721;"15";"Control";0.0922740871598217
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"Phocaeicola vulgatus";0.00486353284102581;"15";"Control";0.0298956602429245
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"None";"Muribaculaceae bacterium";0.00996326700381945;"15";"Control";8.99211503912507e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"None";"None";0.000663578088341509;"15";"Control";7.74321017257992e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"None";"None";"Bacteroidales bacterium";0.000415935765050545;"15";"Control";6.24452433272574e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"None";"None";"None";0.192087403346604;"15";"Control";0.0357127468850751
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"Butyricimonas virosa";0.00218966006570087;"15";"Control";1.06156913656338e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"None";0.00588547262223695;"15";"Control";0.00387597625332287
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"None";"Paludibacteraceae bacterium";0;"15";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";"None";5.42524910935494e-05;"15";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"None";"None";0.00101418942534064;"15";"Control";0.00205569741033331
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Paraprevotella";"None";9.22661413155602e-06;"15";"Control";2.7163680847357e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"None";0.0500001291725978;"15";"Control";0.131834397712506
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella copri";7.75035587050705e-06;"15";"Control";7.99299114588895e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella pectinovora";6.64316217472033e-06;"15";"Control";0.000414948641909625
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp.";0.000415197635920021;"15";"Control";0.000269763451173752
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. CAG:520";3.0632358916766e-05;"15";"Control";0.000421505392458988
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. CAG:891";0.000112933756970246;"15";"Control";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. Marseille-P4119";0;"15";"Control";0.00061976904002303
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella stercorea";3.24776817430772e-05;"15";"Control";0.000743722848027636
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"None";9.74330452292315e-05;"15";"Control";1.40501797486329e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"Prevotellamassilia sp.";0.00359948670500263;"15";"Control";9.80390320237941e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"Prevotellamassilia timonensis";3.57992628304373e-05;"15";"Control";1.43624059652692e-05
