"root";"kingdom";"phylum";"class";"order";"family";"genus";"species";"abond34";"piglet";"group";"abund"
"root";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Rhodocyclales";"Azonexaceae";"Dechloromonas";"Dechloromonas sp. Dech2017";0;"10";"Colistin";0
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Helicobacter";"None";0.000195235155023725;"10";"Colistin";4.80624891365607e-05
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";"Bifidobacterium pseudolongum";0;"10";"Colistin";0.000303188715717619
"root";"Viruses";"Hofneiviricota";"Faserviricetes";"Tubulavirales";"Inoviridae";"None";"None";1.25481952189162e-05;"10";"Colistin";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus cecorum";1.66079054368008e-05;"10";"Colistin";6.25470749037433e-06
"root";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Selenomonadaceae";"Mitsuokella";"Mitsuokella jalaludinii";0;"10";"Colistin";4.60873183501267e-06
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"Enterococcus hirae";1.47625826104896e-06;"10";"Colistin";0
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Olsenella";"Olsenella porci";0;"10";"Colistin";0
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Allisonella";"None";0;"10";"Colistin";0
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Megasphaera";"Megasphaera elsdenii";0;"10";"Colistin";0
"root";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales";"Veillonellaceae";"Megasphaera";"None";0;"10";"Colistin";0
"root";"Viruses";"Uroviricota";"Caudoviricetes";"Caudovirales";"Drexlerviridae";"Tunavirus";"None";0;"10";"Colistin";0
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Parafannyhessea";"Parafannyhessea umbonata";0;"10";"Colistin";0
"root";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Helicobacter";"Helicobacter sp. 11-8110";0;"10";"Colistin";0
"root";"Bacteria";"Verrucomicrobia";"Opitutae";"Opitutales";"None";"Candidatus Merdousia";"None";0.000170507829151155;"10";"Colistin";0
"root";"Bacteria";"Chlamydiae";"Chlamydiia";"Chlamydiales";"Chlamydiaceae";"Chlamydia";"Chlamydia suis";0;"10";"Colistin";0
"root";"Archaea";"Euryarchaeota";"Methanobacteria";"Methanobacteriales";"Methanobacteriaceae";"Methanobrevibacter";"None";0.00447896756402255;"11";"Colistin";0
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";"None";1.36553889147029e-05;"11";"Colistin";0
"root";"Bacteria";"Actinobacteria";"Actinomycetia";"Micrococcales";"Micrococcaceae";"Rothia";"None";0.00550349079719053;"11";"Colistin";0.00029626210396638
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"Atopobium";"None";1.10719369578672e-05;"11";"Colistin";0
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Atopobiaceae";"None";"None";1.14410015231295e-05;"11";"Colistin";7.30759557573805e-06
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Coriobacteriaceae";"Collinsella";"None";0.000339539400041261;"11";"Colistin";0.000353809419125317
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"None";"None";"None";9.8171174359756e-05;"11";"Colistin";4.04962588155484e-05
"root";"Bacteria";"Actinobacteria";"Coriobacteriia";"None";"None";"None";"None";0.00159694237388972;"11";"Colistin";7.42938883533369e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides fragilis";0.00141388634951964;"11";"Colistin";0.0046923898090708
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides pyogenes";0.000895719699891458;"11";"Colistin";5.48069668180354e-06
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp.";0.000122160371101802;"11";"Colistin";0.000211006822249436
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp. CAG:709";5.53596847893361e-06;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides thetaiotaomicron";0.000236570386333096;"11";"Colistin";0.0640781742216041
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides uniformis";3.57992628304373e-05;"11";"Colistin";2.67945171110395e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"None";0.00298979204318941;"11";"Colistin";0.0276787361757038
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"None";"Bacteroidaceae bacterium";0.0021874456783093;"11";"Colistin";0.000331582149249114
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"None";"None";0.00165156392954853;"11";"Colistin";0.00747475682453306
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"None";0.0171585497681721;"11";"Colistin";0.0683933094090774
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"Phocaeicola vulgatus";0.00486353284102581;"11";"Colistin";0.0150825727851743
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"None";"Muribaculaceae bacterium";0.00996326700381945;"11";"Colistin";0.000708836770846591
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"None";"None";0.000663578088341509;"11";"Colistin";0.00025637481144881
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"None";"None";"Bacteroidales bacterium";0.000415935765050545;"11";"Colistin";0.0003961325768348
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"None";"None";"None";0.192087403346604;"11";"Colistin";0.0382120262318323
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"Butyricimonas virosa";0.00218966006570087;"11";"Colistin";0.000224708563953945
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"None";0.00588547262223695;"11";"Colistin";0.000477125094465897
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"None";"Paludibacteraceae bacterium";0;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";"None";5.42524910935494e-05;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"None";"None";0.00101418942534064;"11";"Colistin";0.000886959413005206
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Paraprevotella";"None";9.22661413155602e-06;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"None";0.0500001291725978;"11";"Colistin";0.00256983777746788
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella copri";7.75035587050705e-06;"11";"Colistin";5.78517983079262e-06
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella pectinovora";6.64316217472033e-06;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp.";0.000415197635920021;"11";"Colistin";2.16183035782251e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. CAG:520";3.0632358916766e-05;"11";"Colistin";2.43586519191268e-06
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. CAG:891";0.000112933756970246;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella sp. Marseille-P4119";0;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";"Prevotella stercorea";3.24776817430772e-05;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"None";9.74330452292315e-05;"11";"Colistin";9.22583941436929e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"Prevotellamassilia sp.";0.00359948670500263;"11";"Colistin";0.033337859982815
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotellamassilia";"Prevotellamassilia timonensis";3.57992628304373e-05;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";"Alistipes sp. CAG:435";8.85754956629378e-06;"11";"Colistin";0.000137017417045088
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";"Alistipes sp. CAG:514";0;"11";"Colistin";0.000255156878852854
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";"None";0.0057345252150447;"11";"Colistin";0.00836323865328321
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"None";"None";5.42524910935494e-05;"11";"Colistin";4.32366071564501e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"None";"None";1.18100660883917e-05;"11";"Colistin";1.37017417045088e-05
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"None";0.0247837927510552;"11";"Colistin";0.0272451521715434
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"Parabacteroides distasonis";4.1335231309371e-05;"11";"Colistin";0.000284082778006817
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"Parabacteroides merdae";0.000268679003510911;"11";"Colistin";0.000426885374882698
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"Parabacteroides sp.";3.61683273956996e-05;"11";"Colistin";0
"root";"Bacteria";"Bacteroidetes";"Bacteroidia";"None";"None";"None";"None";0.000552120589632312;"11";"Colistin";4.96307532852209e-05
"root";"Bacteria";"Bacteroidetes";"None";"None";"None";"None";"None";0.000102969013708165;"11";"Colistin";0.00105746997643909
"root";"Bacteria";"Fibrobacteres";"Fibrobacteria";"Fibrobacterales";"Fibrobacteraceae";"Fibrobacter";"None";5.90503304419585e-06;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Caryophanon";"None";0.0033046041173581;"11";"Colistin";3.47110789847557e-05
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";"None";0.000135815760016505;"11";"Colistin";3.68424610276793e-05
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus amylovorus";0.000324038688300247;"11";"Colistin";0.0575326999677857
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus crispatus";0;"11";"Colistin";0.000107482551593147
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus delbrueckii";0.00179365378717449;"11";"Colistin";0.0154205490805522
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus equicursoris";0;"11";"Colistin";2.00958878332796e-05
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus helveticus";0;"11";"Colistin";0.000183907821989408
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus johnsonii";0.000105921530230263;"11";"Colistin";0.080314738141447
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus porci";0.0300938937160484;"11";"Colistin";0.0297452633078928
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"None";0.0234610653491554;"11";"Colistin";0.167408489111987
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Ligilactobacillus";"Ligilactobacillus salivarius";0.00338210767606317;"11";"Colistin";9.07359783987475e-05
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus";"Candidatus Limosilactobacillus merdavium";0.000195604219588988;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus";"Limosilactobacillus mucosae";0.0123060888641042;"11";"Colistin";0.00279728668976273
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus";"Limosilactobacillus reuteri";0.0162831286193701;"11";"Colistin";0.0180083513638105
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus";"Limosilactobacillus vaginalis";2.28820030462589e-05;"11";"Colistin";2.43586519191268e-06
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus";"None";0.0146681020817825;"11";"Colistin";0.024578184269548
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"None";"None";0.00235906070115624;"11";"Colistin";0.00898073047943308
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"None";"None";"None";1.88222928283743e-05;"11";"Colistin";0.00329816146984977
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"None";0.000867670792931528;"11";"Colistin";0.000881174233174413
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus orisratti";4.05971021788465e-06;"11";"Colistin";0.000103828753805278
"root";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus suis";0.00224944852527336;"11";"Colistin";0.00381456489053526
"root";"Bacteria";"Firmicutes";"Bacilli";"None";"None";"None";"Bacilli bacterium";0.000229558159593114;"11";"Colistin";5.48069668180354e-06
"root";"Bacteria";"Firmicutes";"Bacilli";"None";"None";"None";"None";0.000523333553541857;"11";"Colistin";0.000316966958097638
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"Clostridium cadaveris";0;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"Clostridium celatum";0.00474875376122925;"11";"Colistin";7.97745850351404e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"Clostridium perfringens";0.00401948218027106;"11";"Colistin";0.00169201285893235
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"None";0.0179428119693544;"11";"Colistin";0.00237923132620071
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Clostridium";"uncultured Clostridium sp.";4.24424250051577e-05;"11";"Colistin";4.53679891993737e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"Hungatella";"Hungatella hathewayi";0.00031296675134238;"11";"Colistin";0.000161376068964215
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Clostridiaceae";"None";"None";0.00106659659360788;"11";"Colistin";0.000250285148469028
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriaceae";"Eubacterium";"None";0.000391577503743237;"11";"Colistin";0.000345283890953623
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriales Family XIII. Incertae Sedis";"Hornefia";"Hornefia butyriciproducens";1.10719369578672e-05;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriales Family XIII. Incertae Sedis";"Hornefia";"None";2.9156100655717e-05;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriales Family XIII. Incertae Sedis";"Mogibacterium";"None";0.000254285485465684;"11";"Colistin";7.91656187371622e-06
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Anaerotignum";"None";2.84179715251925e-05;"11";"Colistin";3.04483148989086e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Blautia";"None";0.000251332968943586;"11";"Colistin";0.00451274475116724
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Dorea";"Candidatus Dorea intestinavium";0;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Dorea";"None";2.32510676115212e-05;"11";"Colistin";3.13617643458758e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Eisenbergiella";"None";9.63258515334448e-05;"11";"Colistin";0.00196817907506545
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Enterocloster";"Enterocloster clostridioformis";0.000556180299850197;"11";"Colistin";0.00636643816221279
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Enterocloster";"None";0.00501853995843595;"11";"Colistin";0.0047395846971641
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Faecalicatena";"Faecalicatena faecalis";2.21438739157344e-06;"11";"Colistin";0.00162868036394262
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Faecalicatena";"None";0;"11";"Colistin";8.43418322699767e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Faecalimonas";"Faecalimonas umbilicata";2.21438739157344e-06;"11";"Colistin";1.18748428105743e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Faecalimonas";"None";0.00019265170306689;"11";"Colistin";1.4310708002487e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Lachnoclostridium";"None";0.0232067798636897;"11";"Colistin";0.00463271111186894
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Lachnoclostridium";"[Clostridium] scindens";0.000422947991790528;"11";"Colistin";0.00138631177734731
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Lachnoclostridium";"[Clostridium] symbiosum";2.47273258725701e-05;"11";"Colistin";0.000226230979698891
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Mediterraneibacter";"[Ruminococcus] gnavus";3.69064565262241e-06;"11";"Colistin";0.00068934984931129
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Niameybacter";"None";0.00436197409683442;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"None";"Lachnospiraceae bacterium";0.000399696924179007;"11";"Colistin";0.000213442687441349
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"None";"None";0.018927476229474;"11";"Colistin";0.0288366855913093
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Roseburia";"None";0.000651398957687855;"11";"Colistin";0.00720407130508176
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Roseburia";"Roseburia inulinivorans";5.09309100061892e-05;"11";"Colistin";0.00013975776538599
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Candidatus Limiplasma";"None";6.27409760945809e-06;"11";"Colistin";0.000104133236954267
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Evtepia";"None";9.74330452292315e-05;"11";"Colistin";0.00144081426101635
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Flintibacter";"Flintibacter sp. KGMB00164";9.59567869681826e-06;"11";"Colistin";0.00110710072972431
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Flintibacter";"None";0.000286025038078237;"11";"Colistin";0.0113139848501364
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"Intestinimonas";"Intestinimonas butyriciproducens";0.00445645462554156;"11";"Colistin";0.000773996164730255
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"None";"Clostridiales bacterium";0.00538612826543714;"11";"Colistin";0.00218009934676185
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"None";"Eubacteriales bacterium";0.00496908530669081;"11";"Colistin";1.27882922575416e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"None";"None";"None";0.112831157021103;"11";"Colistin";0.0602349879150638
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Anaeromassilibacillus";"Anaeromassilibacillus sp. An172";6.53244280514166e-05;"11";"Colistin";3.53200452827339e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Anaerotruncus";"Anaerotruncus colihominis";0.000538834265282871;"11";"Colistin";5.38935173710681e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Angelakisella";"Angelakisella sp.";0.00319203942495312;"11";"Colistin";1.46151911514761e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Faecalibacterium";"None";3.69064565262241e-05;"11";"Colistin";8.52552817169439e-06
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Flavonifractor";"Flavonifractor plautii";0.000764701779223363;"11";"Colistin";5.93742140528717e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Flavonifractor";"None";0.000661732765515198;"11";"Colistin";0.00180467162405831
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"None";"None";0.0702001400230961;"11";"Colistin";0.0562352972699432
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"None";"Oscillospiraceae bacterium";0.0097311253922695;"11";"Colistin";0.00120362188795385
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"None";"Ruminococcaceae bacterium D16";5.86812658766963e-05;"11";"Colistin";0.000583085230314099
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Oscillibacter";"None";0.00112823037600667;"11";"Colistin";0.00011661704606282
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Oscillibacter";"Oscillibacter sp.";8.63611082713643e-05;"11";"Colistin";3.50155621337448e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Ruminococcus";"None";0.000182317895239547;"11";"Colistin";0.000315140059203704
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Ruminococcus";"Ruminococcus sp.";1.21791306536539e-05;"11";"Colistin";3.95828093685811e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Ruminococcus";"Ruminococcus sp. CAG:382";0.00234060747289313;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Ruthenibacterium";"None";0.000751415454873922;"11";"Colistin";0.000243282036042279
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Ruthenibacterium";"Ruthenibacterium lactatiformans";0.000191175444805841;"11";"Colistin";0.000300220384903238
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptococcaceae";"None";"Peptococcaceae bacterium";0;"11";"Colistin";7.91656187371622e-06
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Clostridioides";"Clostridioides difficile";0.000164602796106959;"11";"Colistin";0.000157417788027357
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Clostridioides";"None";5.9788459572483e-05;"11";"Colistin";1.40062248534979e-05
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"None";"None";7.89798169661195e-05;"11";"Colistin";0.000410747767986276
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Peptostreptococcus";"None";0.000637005439642627;"11";"Colistin";0.000545024836690463
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Peptostreptococcus";"Peptostreptococcus porci";0.000169400635455368;"11";"Colistin";0.000168074698241975
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Romboutsia";"None";0.00293480142296534;"11";"Colistin";0.000974955043063052
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Terrisporobacter";"None";0.000449889705054671;"11";"Colistin";0.00127639336056225
"root";"Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Peptostreptococcaceae";"Terrisporobacter";"Terrisporobacter othiniensis";0.000382350889611681;"11";"Colistin";0.000896093907474879
"root";"Bacteria";"Firmicutes";"Clostridia";"None";"None";"None";"Clostridia bacterium";0.000355040111782276;"11";"Colistin";0.00043601986935237
"root";"Bacteria";"Firmicutes";"Clostridia";"None";"None";"None";"None";0.00125518858645688;"11";"Colistin";0.000675343624457792
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Faecalicoccus";"Faecalicoccus pleomorphus";2.50963904378324e-05;"11";"Colistin";0
"root";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Faecalicoccus";"None";0.00400471959766057;"11";"Colistin";0.00157722271176346
